Team,Name,Position,Age,OVR,Dev Trait,Trade Value,Years Pro,College,Height,Weight,Salary/yr,Bonus,Cap Hit,Years Left,Injury (wks out),Speed,Acceleration,Agility,Strength,Awareness,Throw Power,Throw Acc (Short),Throw Acc (Mid),Throw Acc (Deep),Catching,Spec Catch,Release,Route Run (Short),Route Run (Med),Route Run (Deep),Carrying,Break Tackle,Juke Move,Truck,Run Block,Run Block Power,Pass Block,Pass Block Power,Impact Block,Power Moves,Finesse Moves,Block Shed,Pursuit,Tackle,Hit Power,Play Rec,Man Coverage,Zone Coverage,Press,Kick Power,Kick Accuracy
Tampa Bay Bucs,Vita Vea,DT,21,96,X-Factor,1526,8,Washington,"6'4""",347,58800000,23160000,22190000,1,0,79,75,71,99,93,24,20,16,13,40,18,15,26,17,16,68,49,59,68,52,52,45,45,97,89,77,95,86,95,90,95,28,35,22,15,16
Tampa Bay Bucs,Tristan Wirfs,LT,27,95,Superstar,1490,6,Iowa,"6'5""",320,113990000,46290000,36320000,4,0,76,77,65,94,96,11,6,6,6,48,18,32,35,29,20,37,20,16,36,92,87,94,94,95,10,10,25,30,38,38,17,12,13,10,15,12
Tampa Bay Bucs,Antoine Winfield Jr,FS,21,95,X-Factor,1437,6,Minnesota,"5'9""",203,42770000,41310000,27460000,2,0,93,91,88,59,96,35,6,6,6,77,73,33,30,20,15,67,72,83,52,35,35,35,35,64,46,57,63,92,85,86,97,83,89,68,20,20
Tampa Bay Bucs,Baker Mayfield,QB,21,88,Superstar,2024,8,Oklahoma,"6'1""",215,104100000,190110000,39970000,7,0,87,84,82,69,83,95,95,88,88,64,61,15,28,17,13,61,78,74,71,29,15,16,12,32,10,10,28,33,32,25,15,10,12,10,20,16
Tampa Bay Bucs,Bucky Irving,HB,24,88,Superstar,1307,2,Oregon,"5'10""",195,4010000,730000,1250000,2,0,89,91,89,65,83,39,31,20,15,70,59,61,69,64,58,92,87,96,68,28,17,44,34,31,10,10,26,31,31,20,15,15,20,20,25,25
Tampa Bay Bucs,Luke Goedeke,RT,27,85,Superstar,772,4,Central Michigan,"6'5""",312,65780000,27820000,7460000,4,0,66,66,64,88,89,30,6,6,6,54,41,33,44,39,33,48,34,26,37,88,83,89,90,89,32,27,29,34,35,30,33,10,12,10,23,25
Tampa Bay Bucs,Rueben Bain Jr.,LEDG,21,84,Superstar,1282,0,Miami,"6'2""",263,4370000,19370000,4310000,4,0,84,90,81,84,82,46,30,25,20,36,45,12,17,15,10,44,28,37,36,45,45,45,45,88,88,76,82,89,82,90,85,25,32,25,25,20
Tampa Bay Bucs,Emeka Egbuka,WR,23,83,Star,965,1,Ohio State,"6'1""",205,4350000,13800000,4120000,3,0,93,95,86,60,83,71,26,22,18,85,89,85,88,87,84,76,77,80,44,42,25,22,19,37,29,34,39,38,30,40,33,43,49,44,50,47
Tampa Bay Bucs,Alex Anzalone,WILL,31,81,Star,477,9,Florida,"6'3""",240,9300000,7700000,9000000,2,0,88,86,81,74,83,25,6,6,6,61,35,19,22,12,7,47,12,31,34,45,45,45,45,87,65,57,72,88,88,84,82,68,76,43,28,18
Tampa Bay Bucs,Jacob Parrish,CB,22,81,Star,1085,1,Kansas State,"5'10""",198,5070000,1240000,1430000,3,0,94,93,89,65,80,29,15,13,10,73,69,38,38,37,39,56,53,77,40,35,25,35,25,56,32,40,55,77,69,64,79,78,78,79,21,32
