Team,Name,Position,Age,OVR,Dev Trait,Trade Value,Years Pro,College,Height,Weight,Salary/yr,Bonus,Cap Hit,Years Left,Injury (wks out),Speed,Acceleration,Agility,Strength,Awareness,Throw Power,Throw Acc (Short),Throw Acc (Mid),Throw Acc (Deep),Catching,Spec Catch,Release,Route Run (Short),Route Run (Med),Route Run (Deep),Carrying,Break Tackle,Juke Move,Truck,Run Block,Run Block Power,Pass Block,Pass Block Power,Impact Block,Power Moves,Finesse Moves,Block Shed,Pursuit,Tackle,Hit Power,Play Rec,Man Coverage,Zone Coverage,Press,Kick Power,Kick Accuracy
Washington Commanders,Laremy Tunsil,LT,32,94,Superstar,1303,10,Ole Miss,"6'5""",313,31810000,52490000,11900000,3,0,71,67,66,92,95,22,6,6,6,26,20,22,19,9,6,31,12,17,32,82,82,94,95,94,18,14,27,29,35,26,18,11,13,9,20,17
Washington Commanders,Terry McLaurin,WR,30,92,X-Factor,1213,7,Ohio State,"6'0""",210,53600000,61400000,18000000,3,0,95,91,86,67,94,32,15,10,6,96,95,92,88,89,91,76,82,88,50,47,20,37,15,45,11,11,41,53,41,34,19,16,24,16,16,14
Washington Commanders,Sam Cosmi,RG,27,88,Star,683,5,Texas,"6'6""",309,52110000,24400000,20260000,3,0,76,80,71,87,88,22,6,6,6,54,50,39,38,12,10,52,9,11,22,91,86,85,80,85,20,19,21,31,35,33,25,11,14,10,18,19
Washington Commanders,Stefon Diggs,WR,32,86,Star,638,11,Maryland,"6'0""",191,850000,7150000,8000000,1,0,88,91,91,62,83,46,27,23,18,92,89,86,91,86,84,72,81,89,42,50,33,39,20,49,10,10,34,35,27,12,20,33,38,27,30,30
Washington Commanders,Daron Payne,DT,29,85,Star,616,8,Alabama,"6'3""",320,52380000,36470000,27950000,1,0,77,80,63,95,86,26,6,6,6,46,20,25,15,7,3,46,32,27,43,45,45,45,45,90,80,75,85,83,84,77,88,23,29,13,17,14
Washington Commanders,Leo Chenal,WILL,25,84,Star,741,4,Wisconsin,"6'3""",250,16300000,8340000,4320000,3,0,87,92,81,82,83,25,21,18,15,52,45,32,28,24,19,68,67,62,55,45,45,45,45,90,63,54,82,88,86,89,81,63,69,53,24,21
Washington Commanders,Keenan Allen,WR,34,83,Normal,393,13,California,"6'2""",211,9140000,0,9140000,1,0,88,86,87,72,88,54,36,33,34,87,91,81,86,82,79,73,82,85,71,56,22,45,39,65,10,10,35,35,34,15,26,15,26,10,22,20
Washington Commanders,Jayden Daniels,QB,25,82,Superstar,1570,2,LSU,"6'4""",210,13460000,24250000,10280000,2,0,90,91,91,59,72,92,86,89,84,37,23,14,16,13,11,62,75,82,28,16,12,10,10,15,10,10,16,29,19,12,21,15,14,10,10,19
Washington Commanders,Nick Cross,SS,24,82,Normal,573,4,Maryland,"6'0""",212,8600000,4400000,5250000,2,0,92,96,87,67,79,26,22,14,12,73,67,25,20,18,16,54,52,67,48,35,35,35,35,50,32,38,54,81,82,85,78,72,79,71,25,23
Washington Commanders,Matt Milano,SAM,32,81,Normal,479,9,Boston College,"6'0""",223,3680000,0,3680000,1,0,85,83,73,78,86,25,6,6,6,70,64,14,22,12,6,52,29,51,39,45,45,45,45,85,48,60,76,94,83,82,86,69,73,50,20,20
Washington Commanders,Dorance Armstrong,LEDG,29,80,Normal,565,8,Kansas,"6'4""",255,15960000,16950000,12050000,1,0,78,79,79,82,85,20,6,6,6,34,20,12,15,10,5,28,15,31,27,45,45,45,45,81,72,82,82,85,83,77,88,27,41,32,16,12
Washington Commanders,Jacory Croskey-Merritt,HB,25,80,Normal,717,1,Arizona,"5'11""",206,4190000,90000,1020000,3,0,92,95,81,67,83,24,9,21,13,62,53,41,50,43,33,90,84,85,77,36,31,50,41,36,27,30,31,36,32,26,26,20,25,21,26,27
Washington Commanders,Sonny Styles,MIKE,21,80,Star,558,0,Ohio State,"6'5""",244,4370000,32820000,6760000,4,0,90,92,81,74,79,24,6,6,6,68,65,15,27,22,17,62,34,52,45,46,60,64,43,77,56,58,69,89,84,82,79,71,75,54,16,16
Washington Commanders,Odafe Oweh,LEDG,27,80,Normal,620,5,Penn State,"6'5""",251,66200000,29800000,9200000,4,0,88,89,86,80,75,22,10,6,6,54,42,32,29,26,19,48,35,44,35,45,45,45,45,85,81,70,76,84,86,83,73,45,53,28,29,26
Washington Commanders,Mike Sainristil,CB,25,79,Normal,732,2,Michigan,"5'10""",182,5260000,2410000,2090000,2,0,90,94,94,51,74,27,20,16,14,78,74,42,55,52,57,64,71,77,32,34,23,33,22,38,32,42,47,80,68,65,78,76,78,69,18,17
Washington Commanders,Rachaad White,HB,27,79,Normal,512,4,Arizona State,"6'0""",214,1310000,680000,1990000,1,0,89,91,85,74,80,26,20,15,10,76,59,62,71,64,57,90,83,87,76,37,29,58,24,37,10,10,26,34,30,23,16,12,17,15,21,18
Washington Commanders,Sebastian Joseph-Day,DT,31,79,Normal,398,8,Rutgers,"6'4""",310,6420000,0,6420000,1,0,73,77,67,86,77,10,6,6,6,21,19,15,15,7,3,24,16,24,20,45,45,45,45,84,75,57,83,81,89,76,80,20,26,10,8,6
Washington Commanders,Jaylin Lane,WR,24,78,Normal,805,1,Virginia Tech,"5'10""",191,4150000,890000,1220000,3,0,94,93,91,58,79,60,44,41,33,84,81,74,78,77,80,72,76,80,58,43,19,22,20,38,27,28,36,31,34,32,28,34,37,25,24,20
Washington Commanders,Trey Amos,CB,24,78,Star,830,1,Ole Miss,"6'1""",195,5340000,1920000,1650000,3,0,91,92,83,64,79,49,49,45,42,72,67,36,37,34,32,61,56,74,39,35,25,35,25,55,30,27,51,75,69,50,77,76,79,79,26,26
Washington Commanders,Amik Robertson,CB,28,78,Normal,473,6,LA. Tech,"5'8""",187,7700000,7320000,5010000,2,0,90,90,90,56,82,39,33,27,24,75,69,30,36,33,29,64,56,78,31,29,15,16,23,48,37,45,48,74,50,62,80,78,84,67,11,10
Washington Commanders,Brandon Aiyuk,WR,28,78,Star,562,6,Arizona State,"6'0""",200,4450000,0,4450000,1,0,90,91,89,65,69,33,25,20,15,91,88,84,77,78,77,73,80,85,62,45,25,36,19,45,29,34,50,58,49,50,38,48,53,43,19,13
Washington Commanders,Jer'Zhan Newton,DT,24,77,Normal,483,2,Illinois,"6'2""",295,5820000,3890000,2650000,2,0,78,82,73,85,75,29,5,5,5,35,12,12,10,10,10,40,21,10,10,45,45,45,45,85,74,78,79,80,86,82,76,12,22,10,26,18
Washington Commanders,Quan Martin,FS,26,77,Normal,389,3,Illinois,"6'0""",195,14400000,11640000,4330000,5,0,90,97,87,61,76,25,8,7,6,75,65,18,24,14,12,62,67,76,40,35,35,35,35,50,37,43,53,68,71,78,73,75,72,68,20,20
Washington Commanders,Jason Sanders,K,30,77,Normal,261,8,New Mexico,"5'11""",190,2400000,0,2400000,1,0,76,77,57,37,65,26,32,20,15,46,15,14,22,14,12,28,5,13,10,17,16,17,17,16,10,10,19,23,27,16,17,11,17,10,93,83
Washington Commanders,K'Lavon Chaisson,REDG,27,76,Normal,416,6,LSU,"6'3""",255,3300000,7670000,10970000,1,0,86,87,85,78,71,26,6,6,6,51,33,15,12,7,5,47,19,41,30,45,45,45,45,82,65,80,76,80,78,85,70,49,54,29,20,17
Washington Commanders,Chigoziem Okonkwo,TE,26,76,Normal,378,4,Maryland,"6'3""",238,17050000,9940000,5330000,3,0,88,91,77,67,74,20,15,10,6,85,78,70,70,66,61,73,72,74,72,61,57,61,55,58,10,10,29,33,30,35,23,12,15,15,21,18
Washington Commanders,Jonnu Smith,TE,31,76,Normal,366,9,FIU,"6'3""",248,3860000,0,3860000,1,0,88,83,78,78,71,35,6,6,6,86,82,73,72,67,64,72,75,80,69,57,54,62,61,67,25,25,30,41,29,37,15,15,20,10,26,26
Washington Commanders,Antonio Williams,WR,22,75,Star,730,0,Clemson,"6'0""",195,5500000,1720000,1310000,4,0,92,92,91,61,57,66,57,57,59,83,80,77,80,78,77,76,76,84,48,51,27,33,30,45,28,27,34,42,37,34,36,36,40,33,30,29
Washington Commanders,Andrew Wylie,RG,32,75,Normal,292,9,Eastern Michigan,"6'6""",309,4640000,2840000,3190000,2,0,68,70,65,85,71,25,5,5,5,35,30,20,25,15,7,27,20,20,32,78,80,77,81,87,40,30,32,33,35,40,18,11,11,10,19,15
Washington Commanders,Jordan Stout,P,28,75,Normal,237,4,Penn State,"6'3""",214,1340000,0,1340000,1,0,83,88,66,45,62,34,27,23,18,27,15,15,15,15,15,34,9,32,10,14,16,17,17,16,10,10,21,24,27,19,17,10,10,10,94,79
Washington Commanders,Josh Conerly Jr,RT,22,74,Star,367,1,Oregon,"6'5""",311,5930000,9720000,3550000,3,0,71,80,70,82,74,21,6,6,6,30,17,17,16,11,10,31,15,10,26,79,76,81,74,83,24,26,35,28,26,28,22,13,15,24,26,17
Washington Commanders,Chris Paul,LG,27,74,Normal,317,4,Tulsa,"6'4""",324,1470000,1520000,2990000,1,0,75,82,59,82,70,25,6,6,6,29,15,12,12,6,5,25,14,10,25,73,73,81,84,81,19,15,23,33,31,26,30,8,9,10,27,23
Washington Commanders,Drake Jackson,REDG,25,74,Normal,595,4,USC,"6'3""",273,1210000,140000,1350000,1,0,83,90,82,75,70,26,6,6,6,50,34,17,14,7,5,47,35,47,35,45,45,45,45,75,63,78,69,83,76,77,69,36,47,24,12,13
Washington Commanders,Jerome Ford,HB,26,74,Normal,404,4,Cincinnati,"5'10""",210,1210000,180000,1390000,1,0,91,91,84,73,71,25,30,25,15,68,54,54,59,53,46,93,78,83,78,41,28,57,40,41,32,23,36,43,39,38,25,16,24,16,19,15
Washington Commanders,Tyler Ott,LS,34,72,Normal,161,11,Harvard,"6'3""",253,3760000,600000,1500000,1,0,74,76,64,72,60,39,10,10,10,69,59,44,48,43,38,68,20,48,34,49,40,54,50,56,19,24,43,57,52,53,25,15,25,25,25,24
Washington Commanders,Marcus Mariota,QB,32,72,Normal,478,11,Oregon,"6'4""",222,1390000,5950000,7340000,1,0,86,87,85,60,73,86,86,84,74,62,31,23,39,29,19,64,73,73,41,28,20,20,15,43,10,10,25,35,28,25,30,10,24,10,37,35
Washington Commanders,Nick Allegretti,C,30,72,Normal,223,7,Illinois,"6'4""",310,4500000,6600000,3840000,2,0,67,68,64,83,85,23,6,6,6,42,12,12,19,5,5,40,6,12,25,76,73,76,78,82,22,17,31,35,41,35,27,12,12,10,22,17
Washington Commanders,Ty Chandler,HB,28,72,Normal,258,4,North Carolina,"5'11""",204,2400000,10000,2410000,1,0,92,95,80,65,76,28,25,20,15,67,57,51,64,57,51,90,78,79,76,46,25,45,30,36,10,10,25,35,32,26,11,11,18,10,22,17
Washington Commanders,Percy Butler,FS,26,71,Normal,252,4,UL Lafayette,"6'0""",191,3570000,2150000,2790000,1,0,91,95,83,57,72,26,16,13,10,60,57,26,35,31,26,59,46,72,36,34,34,34,34,48,30,37,51,73,59,77,74,73,71,60,20,15
Washington Commanders,Jack Sanborn,MIKE,26,71,Normal,275,4,Wisconsin,"6'2""",234,2090000,0,2090000,1,0,80,87,78,72,78,25,6,6,6,65,53,25,32,30,24,63,47,54,48,40,40,35,35,85,62,45,72,85,78,83,77,53,62,37,22,21
Washington Commanders,Netane Muti,LG,27,71,Normal,267,6,Fresno State,"6'3""",307,1830000,0,1830000,1,0,66,55,62,96,66,17,6,6,6,17,15,15,15,5,5,40,22,24,34,74,76,70,72,88,41,28,39,35,44,50,33,11,9,10,15,28
Washington Commanders,Ty Hamilton,DT,24,71,Normal,521,1,Ohio State,"6'3""",299,0,0,0,0,0,75,80,61,89,69,17,13,8,7,25,16,15,16,13,10,36,26,21,28,45,45,45,45,84,71,64,76,73,78,79,69,11,17,14,20,17
