Team,Name,Position,Age,OVR,Dev Trait,Trade Value,Years Pro,College,Height,Weight,Salary/yr,Bonus,Cap Hit,Years Left,Injury (wks out),Speed,Acceleration,Agility,Strength,Awareness,Throw Power,Throw Acc (Short),Throw Acc (Mid),Throw Acc (Deep),Catching,Spec Catch,Release,Route Run (Short),Route Run (Med),Route Run (Deep),Carrying,Break Tackle,Juke Move,Truck,Run Block,Run Block Power,Pass Block,Pass Block Power,Impact Block,Power Moves,Finesse Moves,Block Shed,Pursuit,Tackle,Hit Power,Play Rec,Man Coverage,Zone Coverage,Press,Kick Power,Kick Accuracy
Las Vegas Raiders,Maxx Crosby,LEDG,21,98,X-Factor,2165,7,Eastern Michigan,"6'5""",255,145430000,13930000,35790000,4,0,90,88,86,89,98,22,6,6,6,41,31,25,25,20,16,41,27,34,34,45,46,45,44,86,91,98,94,98,95,90,97,40,48,25,17,12
Las Vegas Raiders,Kolton Miller,LT,21,95,Superstar,1611,8,UCLA,"6'8""",325,67620000,13930000,22540000,3,0,75,78,71,88,96,12,6,6,6,22,15,14,15,12,10,30,13,10,23,83,85,95,97,89,10,10,31,27,31,30,13,12,16,10,10,12
Las Vegas Raiders,Brock Bowers,TE,23,93,X-Factor,1660,2,Georgia,"6'3""",235,4010000,14110000,4940000,2,0,90,91,86,75,95,36,15,10,6,97,93,83,86,80,75,74,74,77,74,60,55,57,53,66,29,31,46,55,49,51,18,23,29,26,23,16
Las Vegas Raiders,Ashton Jeanty,HB,22,88,Star,863,1,Boise State,"5'9""",211,4190000,31670000,8150000,3,0,90,92,91,80,86,31,24,21,18,70,61,58,66,60,56,94,90,89,87,41,32,51,42,48,27,30,39,41,37,33,42,32,35,28,24,25
Las Vegas Raiders,Tyler Linderbaum,C,26,88,Star,710,4,Iowa,"6'2""",305,61000000,20000000,14000000,3,0,78,81,69,85,94,21,6,6,6,28,15,15,15,10,5,35,18,10,25,91,88,83,80,86,39,36,44,42,41,33,36,10,10,10,23,21
Las Vegas Raiders,Taron Johnson,CB,30,83,Normal,541,8,Weber State,"5'11""",192,21250000,12200000,8670000,2,0,90,92,82,63,91,25,6,6,6,73,62,28,38,31,24,58,50,73,22,40,35,10,40,49,29,36,60,77,68,48,92,79,82,85,10,11
Las Vegas Raiders,Jeremy Chinn,SS,28,82,Normal,435,6,Southern Illinois,"6'3""",220,33000000,19670000,9550000,5,0,91,91,86,70,83,23,6,6,6,70,67,20,30,22,10,68,43,70,48,35,35,35,35,57,46,56,61,85,78,86,79,67,78,75,14,11
Las Vegas Raiders,Fernando Mendoza,QB,23,80,X-Factor,1642,0,Indiana,"6'5""",225,17250000,40000000,10410000,4,0,84,84,84,70,77,92,89,87,83,35,30,22,20,15,10,64,75,70,67,22,10,12,10,22,26,34,31,38,27,31,24,25,22,13,20,18
Las Vegas Raiders,Quay Walker,WILL,26,80,Normal,434,4,Georgia,"6'4""",241,33250000,7230000,9660000,3,0,88,90,86,75,75,20,6,6,6,57,50,35,32,30,28,55,53,61,52,45,45,45,45,71,58,67,74,91,89,87,74,56,66,45,19,16
Las Vegas Raiders,Jackson Powers-Johnson,RG,23,79,Normal,522,2,Oregon,"6'3""",328,5560000,3170000,2380000,2,0,70,75,69,88,78,15,8,6,6,31,15,15,15,10,5,37,5,10,25,80,79,80,82,87,45,37,49,41,46,55,42,11,11,11,21,18
Las Vegas Raiders,Nakobe Dean,MIKE,25,79,Normal,421,4,Georgia,"5'11""",231,28750000,7050000,7960000,3,0,87,90,83,66,79,25,6,6,6,66,64,15,20,13,8,62,38,61,35,45,45,45,45,76,77,67,76,92,87,88,80,63,68,39,22,20
Las Vegas Raiders,Tre Tucker,WR,25,79,Normal,648,3,Cincinnati,"5'9""",185,19910000,8080000,3880000,4,0,95,93,85,53,83,26,17,15,11,87,80,71,82,80,83,75,77,82,36,51,17,26,15,37,10,10,23,25,24,16,19,10,10,16,23,22
Las Vegas Raiders,Treydan Stukes,FS,24,78,Superstar,704,0,Arizona,"6'1""",200,6960000,5600000,2280000,4,0,94,94,87,62,78,23,6,6,6,61,62,42,44,41,34,54,53,64,53,35,35,35,35,56,38,44,51,79,66,74,75,70,76,66,24,24
Las Vegas Raiders,Jermod McCoy,CB,21,78,Star,978,0,Tennessee,"6'1""",192,4160000,1400000,1210000,4,0,92,94,91,58,74,23,6,6,6,69,59,46,45,40,39,62,53,68,35,35,35,35,35,49,35,41,50,74,68,62,75,78,78,72,16,14
Las Vegas Raiders,A.J. Cole,P,30,78,Normal,214,7,N.C. State,"6'4""",220,16600000,2900000,5000000,4,0,71,70,62,47,63,29,30,28,25,43,41,22,38,31,24,45,10,15,10,20,19,19,16,23,10,10,10,26,37,35,19,16,24,10,97,86
Las Vegas Raiders,Eric Stokes,CB,27,78,Star,545,5,Georgia,"6'0""",194,22470000,7500000,6680000,3,0,95,94,83,58,72,29,18,12,10,68,62,36,38,36,34,58,49,79,38,35,35,25,35,38,27,32,44,69,60,48,71,78,78,80,15,10
