Team,Name,Position,Age,OVR,Dev Trait,Trade Value,Years Pro,College,Height,Weight,Salary/yr,Bonus,Cap Hit,Years Left,Injury (wks out),Speed,Acceleration,Agility,Strength,Awareness,Throw Power,Throw Acc (Short),Throw Acc (Mid),Throw Acc (Deep),Catching,Spec Catch,Release,Route Run (Short),Route Run (Med),Route Run (Deep),Carrying,Break Tackle,Juke Move,Truck,Run Block,Run Block Power,Pass Block,Pass Block Power,Impact Block,Power Moves,Finesse Moves,Block Shed,Pursuit,Tackle,Hit Power,Play Rec,Man Coverage,Zone Coverage,Press,Kick Power,Kick Accuracy
Detroit Lions,Jahmyr Gibbs,HB,24,99,X-Factor,1852,3,Alabama,"5'9""",199,59710000,54530000,5670000,9,0,98,95,93,72,90,26,21,17,13,74,64,65,73,69,63,96,84,97,82,30,16,51,34,32,10,10,30,37,30,28,16,12,15,16,14,10
Detroit Lions,Penei Sewell,LT,25,98,Superstar,1704,5,Oregon,"6'6""",335,99680000,39020000,28000000,4,0,73,73,59,97,98,18,6,6,6,44,15,15,28,17,5,35,15,10,30,99,99,90,94,96,24,16,35,37,32,33,19,12,12,10,23,20
Detroit Lions,Amon-Ra St. Brown,WR,26,95,X-Factor,1668,5,USC,"6'0""",202,95930000,25930000,33110000,3,0,93,91,91,67,96,48,40,34,25,99,90,89,97,98,89,75,78,87,57,44,33,30,27,48,10,10,33,36,34,23,19,12,19,20,20,14
Detroit Lions,Aidan Hutchinson,LEDG,26,94,X-Factor,1947,4,Michigan,"6'6""",265,84400000,81830000,10140000,5,0,83,88,86,87,95,24,10,8,6,64,62,52,50,44,38,59,33,52,48,45,45,45,45,89,89,97,86,96,88,87,93,43,53,31,14,12
Detroit Lions,Kerby Joseph,FS,25,91,Superstar,1159,4,Illinois,"6'1""",210,6300000,43100000,5460000,4,0,88,91,86,64,94,25,6,6,6,84,70,27,33,31,29,63,65,77,50,24,24,25,25,49,23,29,53,86,76,77,96,78,90,65,21,20
Detroit Lions,Brian Branch,SS,24,91,Superstar,1147,3,Alabama,"6'0""",203,8890000,3010000,6460000,1,0,88,92,86,60,90,27,25,21,16,77,66,45,46,41,37,67,65,72,45,35,33,30,33,65,44,55,64,95,79,89,91,86,89,74,18,17
Detroit Lions,Jared Goff,QB,31,89,Superstar,2887,10,California,"6'4""",217,4400000,1000000,1080000,1,0,74,79,72,64,90,90,96,96,82,43,24,19,27,17,15,58,51,48,34,16,10,17,14,21,9,9,21,28,27,17,21,12,18,9,21,20
Detroit Lions,D.J. Reed,CB,21,88,Normal,913,8,Kansas State,"5'9""",188,17080000,19700000,17860000,2,0,92,90,86,52,91,22,15,10,5,76,64,14,21,15,11,57,61,76,29,35,35,35,35,47,29,37,53,77,75,53,88,81,92,87,14,10
Detroit Lions,Jack Campbell,MIKE,26,88,Star,869,3,Iowa,"6'5""",249,47480000,12940000,4790000,5,0,85,90,87,76,87,25,6,6,6,69,66,19,19,12,7,58,52,46,54,45,45,45,45,76,64,57,80,91,92,87,89,70,75,66,16,18
Detroit Lions,Sam LaPorta,TE,25,88,Superstar,1080,3,Iowa,"6'3""",245,9210000,3970000,6730000,1,0,86,88,85,74,87,31,25,22,17,95,84,78,82,78,68,74,72,77,72,62,62,60,59,65,48,43,57,61,59,61,43,31,36,29,17,12
Detroit Lions,Tyreek Hill,WR,32,88,Star,748,10,West Alabama,"5'10""",191,23400000,3000000,5110000,2,0,96,95,93,64,85,41,31,28,23,90,90,84,87,87,87,77,83,92,37,53,14,33,19,40,10,10,21,33,27,25,26,10,20,30,13,15
Detroit Lions,Jameson Williams,WR,25,86,Star,982,4,Alabama,"6'2""",180,6830000,54020000,8260000,4,0,98,96,95,63,85,31,15,10,6,84,84,89,80,86,85,68,76,89,44,45,20,25,19,42,10,10,25,33,26,22,16,15,22,14,18,17
Detroit Lions,Kevin Zeitler,LG,36,85,Normal,452,14,Wisconsin,"6'4""",332,15400000,3000000,4220000,2,0,72,66,56,91,87,12,6,6,6,15,15,15,15,5,5,40,6,10,20,82,83,88,89,92,10,10,15,21,25,20,13,13,15,10,18,16
Detroit Lions,Alim McNeill,DT,26,83,Star,580,5,N.C. State,"6'2""",315,71450000,25950000,28960000,3,0,74,80,63,93,89,21,6,6,6,48,33,29,27,22,17,46,33,36,56,50,47,47,45,86,82,73,82,80,83,79,89,19,27,19,23,19
Detroit Lions,DaQuan Jones,DT,34,81,Normal,405,12,Penn State,"6'4""",320,6300000,500000,6800000,1,0,70,64,62,88,91,16,6,6,6,24,15,15,15,8,4,39,10,10,15,45,45,45,45,89,84,69,82,82,84,80,94,24,36,19,7,17
Detroit Lions,Derrick Moore,REDG,23,80,Superstar,1161,0,Michigan,"6'4""",255,6640000,4760000,2070000,4,0,82,88,78,85,74,16,14,20,13,33,31,16,17,15,10,51,43,31,36,45,45,45,45,83,80,69,85,86,83,90,77,42,49,30,26,20
Detroit Lions,Jack Fox,P,30,79,Normal,250,8,Rice,"6'2""",218,10390000,4450000,3970000,1,0,87,83,63,50,68,53,47,29,15,23,15,15,15,15,15,39,5,10,10,16,16,17,17,16,10,10,29,32,29,12,24,11,20,10,95,83
Detroit Lions,Chuck Clark,FS,31,78,Normal,399,9,Virginia Tech,"6'0""",210,1300000,180000,1480000,1,0,87,89,84,67,82,30,15,10,10,68,62,15,20,10,10,61,44,61,52,35,35,35,35,65,38,49,53,78,76,84,80,72,74,65,25,25
Detroit Lions,Jake Bates,K,27,77,Normal,355,3,Arkansas,"5'10""",202,1070000,0,1070000,1,0,72,74,61,35,60,32,28,22,13,31,12,12,10,10,10,32,18,10,10,20,15,20,15,15,10,10,10,25,26,24,15,10,10,10,97,87
Detroit Lions,Hogan Hatten,LS,26,77,Normal,325,2,Idaho,"6'1""",238,2820000,0,1070000,1,0,78,83,79,68,57,29,6,6,6,59,45,24,39,35,29,54,25,55,45,45,40,47,50,72,58,48,65,70,75,79,43,48,55,53,17,20
Detroit Lions,Tate Ratledge,RG,25,77,Star,540,1,Georgia,"6'7""",315,5430000,2200000,1730000,3,0,73,78,71,88,80,10,6,6,6,42,29,26,26,19,13,41,27,23,40,79,80,76,77,84,35,30,35,34,38,37,35,20,27,15,59,56
Detroit Lions,Blake Miller,RT,22,77,Star,466,0,Clemson,"6'6""",317,9480000,12360000,3970000,4,0,71,75,60,92,81,15,6,6,6,22,14,18,19,5,5,25,11,10,28,79,79,83,81,85,31,30,31,33,34,44,23,11,12,10,10,12
Detroit Lions,Tyleik Williams,DT,23,76,Normal,422,1,Ohio State,"6'3""",329,5920000,10540000,3740000,3,0,75,78,68,91,74,18,15,10,7,28,20,18,18,14,10,39,26,24,32,45,45,45,45,87,72,69,82,77,79,76,73,13,19,18,18,18
Detroit Lions,D.J. Wonnum,REDG,28,76,Normal,573,6,South Carolina,"6'5""",258,1370000,1590000,2960000,1,0,81,80,75,82,81,18,6,6,6,48,31,16,13,6,3,46,22,34,39,45,45,45,45,80,75,68,78,81,84,80,79,45,53,31,17,15
Detroit Lions,Roger McCreary,CB,26,76,Normal,625,4,Auburn,"5'11""",190,1210000,180000,1390000,1,0,88,90,86,65,75,39,31,28,24,72,58,37,38,33,29,63,54,72,32,35,35,35,35,54,38,47,58,74,68,65,74,77,76,84,42,36
Detroit Lions,Isiah Pacheco,HB,27,76,Normal,417,4,Rutgers,"5'10""",216,1810000,0,1810000,1,0,93,95,85,80,72,38,34,27,22,70,46,50,63,56,49,95,77,82,84,34,20,54,38,42,13,18,37,40,37,42,26,19,32,23,22,14
Detroit Lions,Greg Dortch,WR,28,75,Normal,519,8,Wake Forest,"5'7""",175,1210000,130000,1340000,1,0,90,90,86,43,78,38,28,23,17,87,82,63,78,75,71,68,70,86,35,37,13,25,10,38,10,10,22,26,23,16,16,18,25,12,19,14
