Team,Name,Position,Age,OVR,Dev Trait,Trade Value,Years Pro,College,Height,Weight,Salary/yr,Bonus,Cap Hit,Years Left,Injury (wks out),Speed,Acceleration,Agility,Strength,Awareness,Throw Power,Throw Acc (Short),Throw Acc (Mid),Throw Acc (Deep),Catching,Spec Catch,Release,Route Run (Short),Route Run (Med),Route Run (Deep),Carrying,Break Tackle,Juke Move,Truck,Run Block,Run Block Power,Pass Block,Pass Block Power,Impact Block,Power Moves,Finesse Moves,Block Shed,Pursuit,Tackle,Hit Power,Play Rec,Man Coverage,Zone Coverage,Press,Kick Power,Kick Accuracy
Chicago Bears,Joe Thuney,RG,21,96,Superstar,1161,10,N.C. State,"6'5""",301,109000000,82000000,21500000,8,0,72,75,67,90,99,25,6,6,6,26,15,15,15,5,5,33,8,14,31,87,83,95,94,91,10,10,33,35,29,48,10,12,12,10,11,11
Chicago Bears,Caleb Williams,QB,24,92,X-Factor,2988,2,USC,"6'1""",226,4010000,35460000,10760000,2,0,91,93,90,65,87,97,88,88,91,41,15,15,15,15,15,61,69,76,54,17,24,12,25,20,10,10,23,31,23,19,27,13,18,10,20,23
Chicago Bears,Jaylon Johnson,CB,27,91,Superstar,1154,6,Utah,"6'0""",195,92900000,48400000,24500000,6,0,93,90,85,67,97,27,6,6,6,74,65,31,26,16,11,60,60,74,40,41,35,35,35,57,27,35,51,74,55,65,97,90,95,89,15,14
Chicago Bears,Devin Bush,MIKE,21,87,X-Factor,1176,7,Michigan,"5'11""",234,17500000,12480000,5660000,3,0,87,90,83,74,94,14,6,6,6,66,57,14,13,5,5,59,19,41,33,45,45,45,45,73,55,62,75,87,89,88,92,76,76,51,12,13
Chicago Bears,D'Andre Swift,HB,27,87,Star,704,6,Georgia,"5'8""",204,17670000,6290000,8800000,1,0,90,90,89,68,92,38,30,25,15,71,59,59,73,66,61,94,83,87,75,32,23,56,32,41,22,16,28,36,31,30,17,16,13,16,18,12
Chicago Bears,Darnell Wright,RT,25,87,Superstar,884,3,Tennessee,"6'6""",325,22900000,17120000,6660000,2,0,72,75,56,96,93,11,5,5,5,38,36,15,21,15,11,35,27,23,32,91,87,88,86,94,57,45,52,51,48,59,45,10,15,10,16,14
Chicago Bears,Colston Loveland,TE,22,85,Star,831,1,Michigan,"6'6""",241,4190000,22420000,6040000,3,0,88,90,82,78,85,23,15,27,10,94,86,77,76,72,70,72,71,63,71,61,59,58,57,68,35,41,36,41,38,43,36,35,36,21,23,31
Chicago Bears,Montez Sweat,LEDG,21,85,Star,926,7,Mississippi State,"6'6""",270,82230000,22800000,25080000,2,0,87,90,81,80,77,22,6,6,6,57,43,39,40,36,33,56,31,50,51,45,45,45,45,84,82,89,86,86,89,85,77,33,44,19,14,16
Chicago Bears,Rome Odunze,WR,24,83,Star,879,2,Washington,"6'3""",214,4010000,18700000,6190000,2,0,93,94,87,65,88,24,17,14,10,84,86,79,87,83,83,73,78,84,47,47,27,28,22,45,10,10,27,33,30,24,14,11,17,21,18,17
Chicago Bears,Kyler Gordon,CB,26,83,Star,1137,4,Washington,"5'11""",200,3520000,0,880000,1,0,88,91,92,66,91,23,20,15,12,71,69,39,42,37,34,58,55,75,35,35,35,35,35,50,38,47,48,78,67,66,93,78,82,75,17,20
Chicago Bears,Grady Jarrett,DT,33,81,Normal,370,11,Clemson,"6'0""",294,28250000,14420000,18920000,2,0,71,75,67,89,85,26,6,6,6,30,15,15,15,7,3,40,10,10,20,45,45,45,45,90,76,67,82,83,86,86,83,25,29,15,25,25
