Team,Name,Position,Age,OVR,Dev Trait,Trade Value,Years Pro,College,Height,Weight,Salary/yr,Bonus,Cap Hit,Years Left,Injury (wks out),Speed,Acceleration,Agility,Strength,Awareness,Throw Power,Throw Acc (Short),Throw Acc (Mid),Throw Acc (Deep),Catching,Spec Catch,Release,Route Run (Short),Route Run (Med),Route Run (Deep),Carrying,Break Tackle,Juke Move,Truck,Run Block,Run Block Power,Pass Block,Pass Block Power,Impact Block,Power Moves,Finesse Moves,Block Shed,Pursuit,Tackle,Hit Power,Play Rec,Man Coverage,Zone Coverage,Press,Kick Power,Kick Accuracy
Buffalo Bills,Josh Allen,QB,21,99,X-Factor,3647,8,Wyoming,"6'5""",237,134890000,236180000,44220000,5,0,87,90,84,81,96,98,97,92,94,40,23,18,22,15,13,63,86,81,76,17,10,14,15,26,9,9,23,33,32,11,15,12,18,9,22,14
Buffalo Bills,James Cook III,HB,26,95,Superstar,1263,4,Georgia,"5'11""",190,33510000,17630000,5880000,4,0,93,95,94,67,90,27,20,14,10,70,54,62,68,65,57,91,87,95,64,42,24,51,21,38,10,10,35,47,40,37,31,24,34,17,19,14
Buffalo Bills,Dion Dawkins,LT,21,89,Superstar,1265,9,Temple,"6'5""",320,60750000,46700000,24830000,5,0,75,71,78,92,97,23,6,6,6,41,12,19,25,14,10,28,8,22,33,85,89,89,90,93,10,10,27,24,31,40,13,12,15,10,24,22
Buffalo Bills,Greg Rousseau,LEDG,26,88,Superstar,1265,5,Miami,"6'6""",266,56520000,34040000,11790000,4,0,86,89,81,83,92,22,6,6,6,51,44,31,30,26,21,48,29,42,32,44,44,44,46,83,87,85,87,89,89,83,90,35,44,31,20,19
Buffalo Bills,Spencer Brown,RT,28,85,Normal,556,5,Northern Iowa,"6'8""",311,36860000,30170000,8960000,3,0,73,79,74,91,85,23,6,6,6,55,49,23,33,14,5,50,24,10,35,88,89,80,83,91,49,38,34,51,42,45,33,12,15,10,25,25
Buffalo Bills,DJ Moore,WR,29,84,Star,730,8,Maryland,"6'0""",213,100840000,24800000,6750000,4,0,91,91,92,66,83,43,33,27,20,91,91,85,81,81,80,73,85,92,70,53,27,30,22,41,10,10,22,36,30,18,22,18,24,29,18,13
Buffalo Bills,Christian Benford,CB,25,84,Star,898,4,Villanova,"6'1""",205,45860000,24130000,7390000,4,0,89,92,82,65,88,30,6,6,6,75,66,38,32,27,24,61,52,70,37,35,35,35,35,52,35,41,51,76,73,57,89,80,86,86,18,12
Buffalo Bills,Khalil Shakir,WR,26,83,Star,814,4,Boise State,"6'0""",190,36130000,18410000,6790000,4,0,90,93,85,63,91,39,31,27,21,95,86,76,82,85,79,73,83,88,45,39,20,29,20,40,10,10,27,28,25,21,16,11,17,14,19,15
Buffalo Bills,Ed Oliver,DT,28,82,Star,566,7,Houston,"6'1""",287,21140000,46230000,13660000,2,0,82,84,83,89,85,25,6,6,6,31,20,20,15,8,4,32,20,39,31,45,45,45,45,90,82,75,80,81,85,81,84,19,32,16,15,12
Buffalo Bills,Connor McGovern,C,28,82,Normal,509,7,Penn State,"6'5""",318,25810000,24340000,5250000,4,0,68,61,61,87,93,30,10,10,10,35,15,12,15,5,5,40,5,10,20,84,81,85,82,85,10,10,20,15,40,20,15,12,15,10,25,25
