Team,Name,Position,Age,OVR,Dev Trait,Trade Value,Years Pro,College,Height,Weight,Salary/yr,Bonus,Cap Hit,Years Left,Injury (wks out),Speed,Acceleration,Agility,Strength,Awareness,Throw Power,Throw Acc (Short),Throw Acc (Mid),Throw Acc (Deep),Catching,Spec Catch,Release,Route Run (Short),Route Run (Med),Route Run (Deep),Carrying,Break Tackle,Juke Move,Truck,Run Block,Run Block Power,Pass Block,Pass Block Power,Impact Block,Power Moves,Finesse Moves,Block Shed,Pursuit,Tackle,Hit Power,Play Rec,Man Coverage,Zone Coverage,Press,Kick Power,Kick Accuracy
Atlanta Falcons,Matthew Stafford,QB,21,99,X-Factor,5126,17,Georgia,"6'3""",214,3210000,0,1070000,1,0,77,73,70,66,99,95,99,99,94,26,15,15,15,14,12,62,52,55,47,22,17,25,24,27,10,10,26,29,28,12,17,10,22,10,28,25
Atlanta Falcons,Bijan Robinson,HB,24,97,X-Factor,1682,3,Texas,"5'11""",215,111360000,42540000,6980000,10,0,93,92,92,81,91,37,36,31,23,75,61,66,72,66,61,93,93,97,84,46,40,51,46,51,10,10,32,37,36,34,22,13,15,18,23,19
Atlanta Falcons,Jessie Bates III,FS,21,95,X-Factor,1446,8,Wake Forest,"6'1""",210,125620000,64220000,24770000,10,0,90,90,87,59,96,25,10,10,10,83,70,13,20,15,10,69,48,78,41,35,35,35,35,61,25,37,56,96,82,85,96,85,95,66,18,12
Atlanta Falcons,Drake London,WR,25,92,Superstar,1489,4,USC,"6'4""",213,65250000,38630000,7990000,5,0,92,92,88,77,94,25,20,15,10,97,96,96,86,85,83,73,83,82,76,47,24,33,25,48,10,10,23,29,42,25,15,11,18,14,14,17
Atlanta Falcons,Jake Matthews,LT,21,89,Star,1113,12,Texas A&M,"6'5""",309,41000000,47550000,16770000,3,0,70,71,67,86,93,25,6,6,6,40,25,35,28,18,10,45,23,10,37,78,76,91,93,85,35,30,40,50,45,40,30,12,15,10,22,20
Atlanta Falcons,Nick Folk,K,41,85,Normal,342,18,Arizona,"6'1""",222,4980000,4020000,3260000,2,0,66,64,54,59,68,55,35,30,25,40,12,12,10,10,10,50,15,25,10,15,21,15,16,20,15,20,25,35,25,12,25,15,20,10,94,98
Atlanta Falcons,Ryan Neuzil,C,29,82,Normal,478,5,Appalachian State,"6'3""",301,8820000,7070000,6220000,2,0,69,71,69,85,91,21,7,6,5,50,48,51,46,44,39,57,45,41,47,89,87,81,78,76,10,10,22,29,22,35,25,6,10,10,57,52
Atlanta Falcons,Kyle Pitts Sr,TE,25,81,Superstar,805,5,Florida,"6'6""",246,3860000,28430000,4620000,3,0,90,92,80,71,81,48,29,32,23,85,87,76,75,71,66,80,63,73,70,56,53,60,56,63,18,32,39,39,41,36,21,16,23,17,18,14
Atlanta Falcons,Divine Deablo,MIKE,28,81,Normal,468,5,Virginia Tech,"6'3""",226,21120000,12360000,8920000,4,0,88,86,83,69,83,23,6,6,6,73,69,56,52,48,45,62,56,70,48,35,35,35,35,68,45,48,67,87,87,89,81,72,78,72,14,11
Atlanta Falcons,James Pearce Jr,REDG,22,80,Star,896,1,Tennessee,"6'5""",245,5580000,11170000,3800000,3,0,90,92,76,76,85,31,20,13,12,53,33,14,15,10,5,48,31,40,35,40,40,40,40,66,72,83,73,81,76,74,77,40,50,31,24,21
