Team,Name,Position,Age,OVR,Dev Trait,Trade Value,Years Pro,College,Height,Weight,Salary/yr,Bonus,Cap Hit,Years Left,Injury (wks out),Speed,Acceleration,Agility,Strength,Awareness,Throw Power,Throw Acc (Short),Throw Acc (Mid),Throw Acc (Deep),Catching,Spec Catch,Release,Route Run (Short),Route Run (Med),Route Run (Deep),Carrying,Break Tackle,Juke Move,Truck,Run Block,Run Block Power,Pass Block,Pass Block Power,Impact Block,Power Moves,Finesse Moves,Block Shed,Pursuit,Tackle,Hit Power,Play Rec,Man Coverage,Zone Coverage,Press,Kick Power,Kick Accuracy
Cleveland Browns,Denzel Ward,CB,29,94,Superstar,1176,8,Ohio State,"5'11""",190,57780000,62880000,19040000,4,0,93,94,94,61,95,31,15,10,8,78,66,26,30,26,20,66,60,80,19,35,35,35,35,51,26,33,50,72,53,72,92,96,90,88,18,13
Cleveland Browns,Jared Verse,REDG,25,89,Superstar,1763,2,Florida State,"6'4""",265,4990000,6200000,2160000,2,0,89,90,82,92,88,17,7,6,5,67,61,39,44,39,32,62,37,38,42,45,45,45,45,85,90,80,81,89,81,83,85,45,49,33,18,17
Cleveland Browns,Elgton Jenkins,C,21,88,Star,915,7,Mississippi State,"6'5""",311,2640000,13140000,3760000,2,0,73,72,62,89,89,24,6,6,6,26,15,20,10,5,5,25,11,20,29,77,76,93,89,89,30,25,39,40,38,42,23,12,15,10,19,14
Cleveland Browns,Quinshon Judkins,HB,22,84,X-Factor,1225,1,Ohio State,"6'0""",221,6450000,4920000,2580000,3,0,90,91,85,77,84,29,27,27,14,71,47,52,57,49,47,97,86,88,84,39,31,52,40,43,27,28,36,40,39,36,35,25,35,25,22,22
Cleveland Browns,Carson Schwesinger,MIKE,23,83,Star,793,1,UCLA,"6'3""",242,6560000,5200000,2670000,3,0,87,90,83,75,87,24,6,6,6,68,62,34,36,32,29,64,40,58,44,45,45,45,45,73,58,64,75,87,87,83,85,68,73,52,23,21
Cleveland Browns,Grant Delpit,SS,27,83,Star,572,6,LSU,"6'3""",208,16990000,43460000,9050000,4,0,90,90,86,60,85,23,6,6,6,75,70,20,20,15,10,69,37,65,38,35,35,35,35,53,42,51,53,80,75,85,87,73,82,73,14,11
Cleveland Browns,Jeremiah Owusu-Koramoah,WILL,26,83,Star,682,5,Notre Dame,"6'2""",221,4690000,14460000,4760000,2,0,87,91,87,65,85,43,40,36,30,72,56,31,34,29,23,57,48,55,38,45,45,45,45,76,51,65,69,93,83,85,85,70,75,48,18,17
Cleveland Browns,Tytus Howard,RT,21,82,Superstar,720,7,Alabama State,"6'5""",322,4030000,36270000,5980000,3,0,72,67,59,85,86,53,45,37,31,28,15,15,15,5,5,24,37,41,45,75,73,87,88,84,10,10,24,27,23,28,15,12,15,10,20,16
Cleveland Browns,Spencer Fano,LT,21,81,Superstar,985,0,Utah,"6'6""",311,4370000,27860000,5850000,4,0,75,78,72,90,87,16,6,6,6,26,14,11,15,5,5,28,16,10,28,85,76,80,75,85,10,10,25,21,29,42,24,12,11,10,10,12
Cleveland Browns,Harold Fannin Jr,TE,22,81,Star,873,1,Bowling Green State,"6'3""",241,5020000,1710000,1530000,3,0,82,85,81,75,80,77,65,63,60,87,84,75,74,69,68,75,79,81,77,63,60,58,59,66,28,32,34,30,30,27,21,23,24,10,33,32
Cleveland Browns,Jerry Jeudy,WR,21,81,Star,759,6,Alabama,"6'1""",193,5620000,42850000,10370000,2,0,91,92,92,64,76,27,20,15,10,81,84,79,82,82,82,75,77,91,56,42,24,35,18,43,10,10,28,38,33,26,24,23,31,26,19,17
Cleveland Browns,Mason Graham,DT,22,80,Superstar,653,1,Michigan,"6'4""",315,4190000,36660000,9280000,3,0,78,86,74,90,76,24,10,8,7,28,20,28,18,18,18,38,30,24,31,45,45,45,45,88,79,69,85,80,84,78,75,17,24,17,30,18
Cleveland Browns,Elijah Molden,FS,27,80,Normal,488,5,Washington,"5'10""",192,3850000,0,3850000,1,0,89,91,83,57,81,25,6,6,6,65,58,36,43,32,24,63,57,80,49,40,35,35,40,43,29,31,45,81,73,72,85,75,80,69,17,13
Cleveland Browns,Corey Bojorquez,P,29,79,Normal,289,8,New Mexico,"6'0""",217,1810000,180000,1990000,1,0,70,74,63,41,67,34,30,25,20,24,12,12,14,12,10,33,10,10,17,19,18,17,19,18,10,10,24,25,28,15,13,12,17,10,95,87
Cleveland Browns,Tyson Campbell,CB,26,79,Star,674,5,Georgia,"6'1""",195,34110000,22180000,4910000,3,0,92,92,85,58,76,31,15,10,6,71,56,22,21,15,12,44,29,63,26,34,34,28,22,44,28,33,54,74,70,55,76,75,81,84,20,17
Cleveland Browns,Zion Johnson,LG,21,79,Star,519,4,Boston College,"6'3""",316,3770000,31760000,5140000,3,0,66,75,71,90,80,28,6,6,6,25,12,12,10,5,5,34,11,10,25,78,79,80,83,84,25,20,27,34,34,35,25,12,10,10,23,18
Cleveland Browns,Emmanuel McNeil-Warren,FS,22,78,Star,677,0,Toledo,"6'4""",201,5800000,2520000,1510000,4,0,93,91,84,61,77,29,6,6,6,67,62,41,45,42,35,59,55,60,53,35,35,35,35,56,35,47,53,80,72,80,74,64,79,65,21,23
Cleveland Browns,Ronnie Hickman,FS,24,78,Star,563,3,Ohio State,"6'1""",209,3520000,0,3520000,1,0,86,89,81,65,78,32,27,23,21,64,60,17,21,11,10,60,49,68,54,35,35,30,25,62,47,37,57,77,78,86,80,77,75,70,14,12
Cleveland Browns,Maliek Collins,DT,31,77,Normal,352,10,Nebraska,"6'2""",310,2550000,11200000,5300000,1,0,70,70,66,84,90,23,6,6,6,31,19,15,13,5,3,31,12,16,29,45,46,44,44,86,73,84,75,79,82,80,87,18,26,13,17,17
Cleveland Browns,Teven Jenkins,RG,28,77,Normal,419,5,Oklahoma State,"6'6""",321,2000000,3490000,2730000,1,0,74,72,60,91,67,22,6,6,6,19,16,15,10,5,5,23,8,10,32,82,79,80,82,87,20,10,22,27,31,40,22,10,10,10,14,14
Cleveland Browns,Dylan Sampson,HB,21,76,Star,647,1,Tennessee,"5'8""",199,4190000,920000,1230000,3,0,92,91,88,65,70,29,24,14,25,68,52,48,61,55,51,88,82,82,72,39,25,50,39,32,24,26,32,33,28,26,34,22,26,25,32,28
Cleveland Browns,KC Concepcion Jr,WR,21,76,Star,642,0,Texas A&M,"6'0""",190,9890000,9840000,3590000,4,0,91,93,91,70,65,63,51,47,47,76,81,85,80,80,80,70,79,83,54,53,33,22,24,47,22,28,29,33,36,31,33,32,36,42,28,29
Cleveland Browns,Denzel Boston,WR,22,74,Normal,506,0,Washington,"6'4""",212,6900000,5440000,2240000,4,0,88,88,87,71,79,54,41,34,30,82,84,76,72,75,76,76,74,75,57,54,37,35,34,50,23,20,26,27,29,29,23,24,25,26,36,33
Cleveland Browns,Alex Wright,LEDG,25,74,Star,513,4,UAB,"6'5""",267,6240000,18950000,3960000,3,0,79,83,70,73,80,15,6,6,6,42,41,31,35,30,27,44,30,40,32,45,45,45,45,86,80,67,77,81,83,77,80,22,31,25,15,15
