Team,Name,Position,Age,OVR,Dev Trait,Trade Value,Years Pro,College,Height,Weight,Salary/yr,Bonus,Cap Hit,Years Left,Injury (wks out),Speed,Acceleration,Agility,Strength,Awareness,Throw Power,Throw Acc (Short),Throw Acc (Mid),Throw Acc (Deep),Catching,Spec Catch,Release,Route Run (Short),Route Run (Med),Route Run (Deep),Carrying,Break Tackle,Juke Move,Truck,Run Block,Run Block Power,Pass Block,Pass Block Power,Impact Block,Power Moves,Finesse Moves,Block Shed,Pursuit,Tackle,Hit Power,Play Rec,Man Coverage,Zone Coverage,Press,Kick Power,Kick Accuracy
Dallas Cowboys,CeeDee Lamb,WR,27,93,X-Factor,1501,6,Oklahoma,"6'2""",200,34740000,80940000,19650000,3,0,89,91,94,70,93,37,31,26,21,88,96,97,93,93,95,76,86,93,71,51,24,39,27,46,10,10,30,31,38,29,16,18,25,17,48,33
Dallas Cowboys,Quinnen Williams,DT,21,92,Superstar,1108,7,Alabama,"6'3""",303,77290000,18250000,21630000,2,0,83,82,78,94,93,23,6,6,6,44,36,15,13,8,5,39,16,29,41,45,46,44,44,91,86,79,93,88,86,85,93,18,30,14,17,17
Dallas Cowboys,Dak Prescott,QB,33,91,X-Factor,3546,10,Mississippi State,"6'2""",238,4400000,0,880000,1,0,84,83,81,75,94,92,93,90,89,42,20,19,18,17,15,68,74,68,72,39,38,21,14,39,9,9,29,40,46,40,21,12,18,9,26,22
Dallas Cowboys,George Pickens,WR,25,89,Superstar,1177,4,Georgia,"6'3""",200,27290000,0,27290000,1,0,91,93,94,61,86,28,15,10,6,92,98,83,88,85,84,71,75,82,37,50,31,32,21,49,11,11,22,31,24,18,15,12,17,16,19,16
Dallas Cowboys,Tyler Smith,LG,25,89,Star,773,4,Tulsa,"6'6""",332,49390000,43530000,10300000,5,0,71,80,59,97,89,24,6,6,6,35,15,12,15,10,5,39,9,10,25,89,89,84,86,92,10,10,20,25,30,32,20,10,12,10,20,18
Dallas Cowboys,Brandon Aubrey,K,31,88,Superstar,618,4,Notre Dame,"6'3""",218,24260000,9500000,3400000,5,0,81,76,74,49,75,37,31,26,21,30,15,15,15,14,12,28,15,34,10,15,12,17,14,21,10,10,15,40,28,29,13,15,18,10,99,97
Dallas Cowboys,Caleb Downs,SS,21,86,Superstar,1000,0,Ohio State,"6'0""",206,4370000,24550000,5250000,4,0,89,93,90,73,84,24,6,6,6,73,65,40,47,44,37,67,65,70,56,35,35,35,35,60,35,46,62,85,78,87,85,76,77,71,22,22
Dallas Cowboys,Javonte Williams,HB,26,86,Star,815,5,North Carolina,"5'10""",220,15000000,8940000,3890000,3,0,88,90,84,82,86,32,10,10,10,69,53,49,65,57,53,91,90,84,94,52,43,63,37,52,10,10,31,38,35,30,15,15,20,17,18,14
Dallas Cowboys,Jalen Thompson,FS,28,85,Star,669,7,Washington State,"5'11""",190,20300000,12580000,4620000,3,0,90,92,83,60,87,22,6,6,6,78,69,15,20,10,10,58,44,70,37,35,35,35,35,58,50,54,58,83,82,70,85,73,82,68,21,21
Dallas Cowboys,Rashan Gary,LEDG,28,84,Star,970,7,Michigan,"6'5""",277,3800000,15600000,5700000,2,0,85,87,78,83,91,23,6,6,6,30,16,14,14,10,6,32,20,33,24,45,45,45,45,86,80,70,83,87,87,78,88,39,49,30,10,10
Dallas Cowboys,DaRon Bland,CB,27,83,Star,690,4,Fresno State,"6'0""",197,29340000,37220000,17010000,4,0,91,92,84,60,83,22,6,6,6,85,59,15,15,11,10,58,62,82,26,35,35,35,35,58,33,40,54,76,67,57,85,83,83,86,18,19
Dallas Cowboys,Bobby Okereke,MIKE,30,83,Normal,576,7,Stanford,"6'1""",235,3720000,0,3720000,1,0,88,87,80,73,80,25,6,6,6,70,41,20,15,5,5,47,19,44,37,45,45,45,45,75,63,57,76,93,89,82,82,73,76,50,17,14
Dallas Cowboys,Tyler Booker,RG,22,82,Star,623,1,Alabama,"6'5""",321,4190000,18200000,5070000,3,0,60,59,53,94,84,21,6,6,6,23,21,15,10,5,5,20,5,10,29,85,86,81,78,94,48,46,43,41,54,52,21,11,13,10,14,13
Dallas Cowboys,Jake Ferguson,TE,27,82,Superstar,725,4,Wisconsin,"6'5""",244,18900000,34670000,10400000,4,0,81,85,81,69,81,30,25,20,14,89,83,72,78,75,65,69,73,75,74,66,61,65,59,65,31,24,36,40,37,35,36,14,21,12,21,19
Dallas Cowboys,Malachi Lawrence,LEDG,23,81,Superstar,1124,0,UCF,"6'4""",253,10120000,10080000,3670000,4,0,91,91,82,80,76,26,10,17,10,37,42,19,17,15,10,51,44,41,40,45,45,45,45,82,81,81,81,84,83,86,75,36,43,43,27,20
Dallas Cowboys,Cobie Durant,CB,28,81,Star,717,4,South Carolina State,"5'11""",180,1750000,2250000,4000000,1,0,92,93,86,50,83,42,43,39,34,78,69,25,30,25,22,63,53,72,30,30,30,25,25,42,29,33,44,73,57,56,82,78,85,64,20,22
Dallas Cowboys,Kenny Clark,DT,21,80,Superstar,624,10,UCLA,"6'3""",314,38450000,37870000,12700000,2,0,74,75,61,91,81,23,6,6,6,24,24,15,13,5,3,34,14,24,35,45,46,44,44,90,78,69,80,82,86,82,82,33,38,13,17,17
