Team,Name,Position,Age,OVR,Dev Trait,Trade Value,Years Pro,College,Height,Weight,Salary/yr,Bonus,Cap Hit,Years Left,Injury (wks out),Speed,Acceleration,Agility,Strength,Awareness,Throw Power,Throw Acc (Short),Throw Acc (Mid),Throw Acc (Deep),Catching,Spec Catch,Release,Route Run (Short),Route Run (Med),Route Run (Deep),Carrying,Break Tackle,Juke Move,Truck,Run Block,Run Block Power,Pass Block,Pass Block Power,Impact Block,Power Moves,Finesse Moves,Block Shed,Pursuit,Tackle,Hit Power,Play Rec,Man Coverage,Zone Coverage,Press,Kick Power,Kick Accuracy
Denver Broncos,Patrick Surtain II,CB,26,98,X-Factor,1961,5,Alabama,"6'2""",202,36840000,54530000,12700000,4,0,94,92,90,63,99,28,6,6,6,77,72,31,30,24,20,64,55,73,32,35,35,35,35,55,36,48,54,81,77,67,98,98,98,99,19,11
Denver Broncos,Garett Bolles,LT,34,96,Superstar,1355,9,Utah,"6'5""",300,68740000,26270000,8450000,3,0,74,75,72,87,97,25,6,6,6,36,25,22,26,16,8,29,17,19,37,90,88,96,94,86,33,27,34,39,38,42,26,12,15,10,22,20
Denver Broncos,Quinn Meinerz,RG,27,96,Superstar,1185,5,Wisc-Whitewater,"6'3""",320,38410000,30840000,9200000,3,0,75,78,66,95,97,21,6,6,6,25,12,15,15,7,3,22,33,18,35,97,96,88,90,95,30,27,33,27,32,41,26,12,17,10,19,13
Denver Broncos,Nik Bonitto,REDG,26,92,Superstar,1565,4,Oklahoma,"6'3""",240,73780000,35080000,8410000,4,0,87,92,84,82,95,39,32,30,25,60,39,14,10,5,5,49,26,44,32,45,45,45,45,70,85,94,78,89,88,79,93,38,52,34,14,12
Denver Broncos,Zach Allen,DT,29,88,Superstar,867,7,Boston College,"6'5""",285,51340000,71280000,16470000,4,0,76,79,74,94,93,22,6,6,6,50,46,28,30,25,20,42,36,40,47,50,45,49,45,84,88,75,82,84,86,84,95,35,47,20,15,12
Denver Broncos,Talanoa Hufanga,SS,26,88,Star,737,5,USC,"6'0""",200,13760000,16320000,13500000,2,0,89,87,84,58,91,38,35,32,30,76,65,39,35,31,26,61,46,67,44,35,35,35,35,63,45,52,64,90,78,89,93,79,84,67,21,18
Denver Broncos,Courtland Sutton,WR,30,87,Superstar,846,8,SMU,"6'4""",216,72420000,44480000,13970000,4,0,90,91,90,75,92,62,59,53,50,88,93,88,83,81,79,72,80,83,72,62,38,38,25,63,10,10,31,36,33,22,22,23,30,15,19,15
Denver Broncos,Jaylen Waddle,WR,27,86,Star,953,5,Alabama,"5'10""",182,52580000,26850000,4900000,3,0,96,96,96,57,89,34,29,23,19,89,83,80,80,83,81,75,78,86,41,49,20,32,22,48,10,10,27,34,29,19,16,14,19,10,19,16
Denver Broncos,Alex Singleton,MIKE,32,85,Star,612,8,Montana State,"6'2""",240,10720000,4240000,5970000,2,0,85,85,77,72,93,20,6,6,6,63,45,10,15,5,5,55,33,36,36,45,45,45,45,82,64,55,76,92,93,82,92,56,68,42,19,15
Denver Broncos,Brandon Jones,FS,28,84,Star,569,6,Texas,"6'0""",191,14970000,6640000,9240000,1,0,88,91,87,58,86,25,15,10,10,72,63,20,15,13,10,60,46,71,20,40,35,35,35,60,39,46,60,87,77,81,87,76,78,71,20,20
Denver Broncos,Jonathon Cooper,LEDG,28,84,Superstar,1135,5,Ohio State,"6'4""",257,34790000,17420000,5770000,3,0,85,90,76,82,88,17,7,6,5,44,23,12,15,10,5,31,29,31,27,45,45,45,45,85,85,78,82,86,85,81,87,39,50,49,18,17
