Team,Name,Position,Age,OVR,Dev Trait,Trade Value,Years Pro,College,Height,Weight,Salary/yr,Bonus,Cap Hit,Years Left,Injury (wks out),Speed,Acceleration,Agility,Strength,Awareness,Throw Power,Throw Acc (Short),Throw Acc (Mid),Throw Acc (Deep),Catching,Spec Catch,Release,Route Run (Short),Route Run (Med),Route Run (Deep),Carrying,Break Tackle,Juke Move,Truck,Run Block,Run Block Power,Pass Block,Pass Block Power,Impact Block,Power Moves,Finesse Moves,Block Shed,Pursuit,Tackle,Hit Power,Play Rec,Man Coverage,Zone Coverage,Press,Kick Power,Kick Accuracy
Seattle Seahawks,Jaxon Smith-Njigba,WR,24,99,X-Factor,2216,3,Ohio State,"6'1""",200,123510000,69520000,10370000,6,0,93,95,96,63,98,29,15,10,6,97,98,98,97,99,97,72,81,86,45,50,27,31,24,48,10,10,25,27,24,20,17,16,14,10,16,11
Seattle Seahawks,Leonard Williams,DT,21,91,Superstar,1046,11,USC,"6'5""",310,18300000,46120000,29630000,1,0,77,75,71,90,97,35,6,6,6,42,25,15,15,8,4,58,15,44,49,45,45,45,45,90,87,84,91,89,91,86,95,25,33,20,18,17
Seattle Seahawks,Devon Witherspoon,CB,25,91,Superstar,1381,3,Illinois,"6'0""",180,24990000,28010000,10130000,2,0,93,93,91,60,90,35,15,10,6,75,67,22,25,15,12,59,62,75,25,34,34,28,22,49,32,46,56,87,77,83,92,88,86,82,20,17
Seattle Seahawks,Michael Dickson,P,30,88,Star,478,8,Texas,"6'2""",208,14150000,6300000,3700000,4,0,77,75,65,47,76,36,29,24,18,26,15,15,15,15,15,38,12,24,12,16,16,17,17,16,10,10,28,38,30,17,17,11,16,10,96,97
Seattle Seahawks,DeMarcus Lawrence,LEDG,21,87,Superstar,1267,12,Boise State,"6'3""",254,23450000,9440000,11780000,2,0,84,82,77,87,92,25,6,6,6,33,25,20,15,8,4,42,33,42,45,45,45,45,45,88,78,83,88,88,86,84,94,39,50,44,19,19
Seattle Seahawks,Sam Darnold,QB,29,87,Star,2351,8,USC,"6'3""",225,3210000,0,1070000,1,0,82,81,80,60,82,91,92,91,96,37,44,12,14,13,11,57,58,66,44,25,15,19,14,22,10,10,31,39,36,28,20,24,35,20,18,14
Seattle Seahawks,Byron Murphy II,DT,23,87,Star,913,2,Texas,"6'1""",308,4190000,11870000,4380000,2,0,77,81,68,91,89,25,6,6,6,46,25,28,29,23,20,42,38,45,53,45,45,45,45,87,87,83,84,88,89,85,90,25,34,29,20,18
Seattle Seahawks,Nick Emmanwori,SS,22,87,Superstar,1181,1,South Carolina,"6'3""",220,6510000,5050000,2620000,3,0,93,94,83,70,88,25,6,6,6,74,65,37,39,34,30,65,59,70,51,35,35,35,35,61,44,44,68,86,78,83,86,79,78,74,21,18
Seattle Seahawks,Jason Myers,K,35,85,Normal,322,11,Marist,"5'10""",190,10030000,12650000,7220000,3,0,69,71,47,43,71,45,35,30,25,30,12,12,10,10,10,34,12,14,15,20,15,20,15,15,10,10,10,28,20,12,15,10,25,10,95,95
Seattle Seahawks,Julian Love,FS,28,85,Star,573,7,Notre Dame,"5'11""",195,21300000,19410000,12870000,2,0,89,87,88,62,89,29,6,6,6,77,63,37,38,30,22,65,60,77,32,35,35,35,35,48,29,33,56,84,75,71,89,75,83,73,19,14
Seattle Seahawks,Ernest Jones IV,MIKE,26,84,Star,627,5,South Carolina,"6'2""",230,19700000,9900000,11480000,2,0,87,87,73,74,85,22,6,6,6,73,53,38,38,32,27,62,35,60,46,49,47,46,46,91,65,45,80,91,92,87,86,63,67,45,16,13
Seattle Seahawks,Charles Cross,LT,25,84,Star,871,4,Mississippi State,"6'5""",317,67110000,51470000,10880000,5,0,73,74,56,84,88,23,6,6,6,20,15,12,15,10,5,25,18,10,15,81,77,87,87,82,10,10,22,28,25,30,21,10,10,10,19,14
Seattle Seahawks,Cooper Kupp,WR,33,83,Star,458,9,Eastern Washington,"6'2""",208,30470000,14470000,17470000,2,0,87,90,90,66,85,60,42,36,31,92,86,85,84,85,81,76,80,88,55,63,32,46,39,56,10,10,28,31,31,26,22,15,26,10,22,20
Seattle Seahawks,Abraham Lucas,RT,27,83,Star,560,4,Washington State,"6'6""",322,35830000,14840000,10410000,3,0,74,80,75,87,88,11,5,5,5,38,36,31,34,27,22,44,27,23,32,86,83,84,82,82,22,19,30,31,32,26,32,10,10,10,16,14
