Team,Name,Position,Age,OVR,Dev Trait,Trade Value,Years Pro,College,Height,Weight,Salary/yr,Bonus,Cap Hit,Years Left,Injury (wks out),Speed,Acceleration,Agility,Strength,Awareness,Throw Power,Throw Acc (Short),Throw Acc (Mid),Throw Acc (Deep),Catching,Spec Catch,Release,Route Run (Short),Route Run (Med),Route Run (Deep),Carrying,Break Tackle,Juke Move,Truck,Run Block,Run Block Power,Pass Block,Pass Block Power,Impact Block,Power Moves,Finesse Moves,Block Shed,Pursuit,Tackle,Hit Power,Play Rec,Man Coverage,Zone Coverage,Press,Kick Power,Kick Accuracy
New England Pats,Christian Gonzalez,CB,24,98,X-Factor,2389,3,Oregon,"6'2""",201,107590000,78340000,4790000,9,0,96,93,94,59,98,35,15,10,6,74,73,40,37,27,20,60,67,74,42,32,32,30,25,48,28,37,53,77,76,49,98,98,90,86,46,42
New England Pats,Drake Maye,QB,24,92,X-Factor,3031,2,North Carolina,"6'4""",223,4010000,32600000,9980000,2,0,89,89,82,62,93,94,94,92,92,34,15,15,15,14,12,65,67,73,43,31,12,15,15,12,10,10,18,32,20,16,17,12,15,10,55,46
New England Pats,A.J. Brown,WR,29,89,Superstar,1072,7,Ole Miss,"6'1""",226,29910000,58950000,7040000,4,0,91,92,85,79,92,41,34,29,25,94,94,89,85,84,87,73,87,90,77,54,34,41,24,53,10,10,26,33,23,17,15,18,27,16,17,16
New England Pats,Milton Williams,DT,27,87,Superstar,834,5,LA. Tech,"6'3""",290,70000000,33500000,28500000,3,0,82,85,81,92,91,22,6,6,6,29,18,15,17,9,5,28,15,23,26,45,45,45,45,83,87,78,78,83,86,78,88,17,25,15,14,13
New England Pats,Hunter Henry,TE,31,86,Star,676,10,Arkansas,"6'5""",250,16380000,21490000,11000000,4,0,85,86,76,75,98,28,15,10,6,92,87,80,76,72,69,72,56,69,78,66,65,62,61,73,17,17,46,43,42,27,22,14,21,17,21,19
New England Pats,Kevin Byard III,FS,33,86,Star,447,10,Middle Tennessee State,"5'11""",218,2670000,6330000,9000000,1,0,88,86,87,73,91,44,31,26,36,82,68,22,31,12,10,78,59,72,52,16,34,12,34,60,47,53,64,84,80,79,89,70,81,67,20,19
New England Pats,Mike Onwenu,RG,28,86,Star,625,6,Michigan,"6'3""",350,2950000,14550000,17500000,1,0,65,53,55,91,91,21,6,6,6,26,18,15,18,10,6,29,20,18,29,85,87,87,89,91,22,12,22,31,25,30,22,17,22,15,15,16
New England Pats,Carlton Davis III,CB,29,85,Star,675,8,Auburn,"6'1""",206,33000000,23000000,22000000,2,0,90,89,81,65,90,26,6,6,6,76,67,23,20,15,10,65,48,67,29,35,35,35,35,55,24,35,52,75,73,68,91,85,85,93,19,15
New England Pats,Robert Spillane,MIKE,30,85,Star,599,8,W. Michigan,"6'1""",229,20400000,12430000,12320000,2,0,87,85,77,71,94,21,6,6,6,74,33,12,15,5,5,60,31,46,45,45,45,45,45,79,56,50,73,89,88,83,96,68,75,46,18,12
New England Pats,Morgan Moses,RT,35,83,Normal,365,12,Virginia,"6'6""",320,16800000,8550000,10400000,2,0,65,48,54,90,95,30,6,6,6,35,15,15,15,5,5,45,6,10,20,83,87,82,85,88,10,10,20,28,30,20,15,12,15,10,25,25
