Team,Name,Position,Age,OVR,Dev Trait,Trade Value,Years Pro,College,Height,Weight,Salary/yr,Bonus,Cap Hit,Years Left,Injury (wks out),Speed,Acceleration,Agility,Strength,Awareness,Throw Power,Throw Acc (Short),Throw Acc (Mid),Throw Acc (Deep),Catching,Spec Catch,Release,Route Run (Short),Route Run (Med),Route Run (Deep),Carrying,Break Tackle,Juke Move,Truck,Run Block,Run Block Power,Pass Block,Pass Block Power,Impact Block,Power Moves,Finesse Moves,Block Shed,Pursuit,Tackle,Hit Power,Play Rec,Man Coverage,Zone Coverage,Press,Kick Power,Kick Accuracy
Arizona Cardinals,Trey McBride,TE,26,99,X-Factor,1849,4,Colorado State,"6'4""",246,53630000,28120000,8690000,4,0,88,90,84,76,99,33,15,10,6,99,92,85,88,83,78,75,80,78,71,64,60,62,61,67,25,29,45,41,38,32,32,15,20,10,22,20
Arizona Cardinals,Budda Baker,SS,21,91,X-Factor,1262,9,Washington,"5'10""",195,51680000,20790000,19210000,2,0,90,90,89,72,92,25,15,10,10,75,75,47,51,41,36,72,57,81,36,35,35,35,35,68,46,53,62,91,82,89,90,81,84,77,20,20
Arizona Cardinals,Bobby Wagner,MIKE,36,89,Normal,532,14,Utah State,"6'0""",242,6170000,0,6170000,1,0,83,83,76,78,98,25,6,6,6,75,48,12,15,5,5,61,23,42,41,45,45,45,45,91,69,65,82,94,95,90,97,57,65,42,20,20
Arizona Cardinals,Josh Sweat,REDG,21,86,Superstar,1185,8,Florida State,"6'5""",265,46280000,30100000,16380000,3,0,85,89,82,81,90,20,6,6,6,50,30,16,15,8,4,47,25,35,27,45,45,45,45,89,83,85,83,87,89,82,88,37,49,28,19,12
Arizona Cardinals,Paris Johnson Jr,LT,25,86,Star,1000,3,Ohio State,"6'6""",325,23530000,24210000,8920000,2,0,73,80,75,89,86,22,6,6,6,32,23,13,21,12,10,35,15,10,25,83,80,89,89,89,44,40,46,35,40,41,35,10,12,10,30,26
Arizona Cardinals,Joey Bosa,REDG,31,85,Superstar,1179,10,Ohio State,"6'5""",280,20200000,1000000,3750000,2,0,80,82,83,87,92,28,6,6,6,47,29,17,13,6,3,43,22,33,36,45,44,45,45,93,83,86,86,88,82,82,92,26,37,22,26,19
Arizona Cardinals,Jeremiyah Love,HB,21,83,Superstar,780,0,Notre Dame,"6'0""",212,4370000,48630000,9630000,4,0,94,94,92,76,71,31,21,17,15,70,53,60,65,61,53,95,83,84,84,38,28,49,27,38,28,25,35,42,38,38,38,33,41,38,23,22
Arizona Cardinals,Hjalte Froholdt,C,30,83,Star,551,7,Arkansas,"6'5""",310,9270000,5990000,6950000,1,0,72,67,66,91,85,10,6,6,6,42,30,22,21,16,12,30,14,19,28,85,87,84,85,82,28,21,42,39,44,30,45,11,12,10,30,20
Arizona Cardinals,Isaac Seumalo,LG,32,81,Star,454,10,Oregon State,"6'4""",303,21170000,10230000,6850000,3,0,68,71,66,84,87,24,6,6,6,20,12,12,10,5,5,29,8,10,20,81,83,83,86,87,40,30,35,31,33,48,30,15,20,10,22,21
Arizona Cardinals,Tyler Allgeier,HB,26,81,Normal,527,4,BYU,"5'11""",220,6550000,5700000,4350000,2,0,85,88,82,80,82,30,20,15,10,67,43,42,54,47,38,99,90,80,86,41,27,65,35,45,21,17,34,44,40,43,26,17,25,19,18,13
Arizona Cardinals,Michael Wilson,WR,26,81,Star,797,3,Stanford,"6'2""",213,39390000,22220000,4140000,6,0,89,90,89,72,83,33,25,20,15,90,89,80,80,80,76,72,77,76,64,53,36,32,25,52,10,10,33,39,42,37,15,10,15,17,25,24
Arizona Cardinals,James Conner,HB,31,80,Normal,356,9,Pittsburgh,"6'1""",233,2350000,2470000,4820000,1,0,88,86,80,83,78,23,18,14,10,68,69,65,67,59,53,89,88,84,90,53,40,65,45,49,30,49,28,35,33,37,17,10,15,15,18,16
Arizona Cardinals,Marvin Harrison Jr,WR,24,80,Star,686,2,Ohio State,"6'3""",220,4010000,31340000,9640000,2,0,91,93,91,57,82,27,15,10,6,85,88,79,82,84,79,75,74,80,40,45,20,22,18,38,12,18,15,24,24,19,28,17,25,19,25,15
Arizona Cardinals,Mack Wilson Sr,MIKE,28,80,Normal,487,7,Alabama,"6'1""",240,8330000,4230000,4720000,1,0,86,86,79,79,88,52,48,38,30,71,65,17,21,11,6,59,33,54,36,45,45,45,45,85,67,73,74,86,83,85,86,66,69,52,15,14
Arizona Cardinals,Walter Nolen III,DT,22,79,Superstar,692,1,Ole Miss,"6'4""",300,4190000,15150000,4390000,3,0,81,88,81,87,76,22,15,10,7,41,33,14,20,16,12,43,27,32,31,45,45,45,45,82,78,69,82,80,84,80,75,18,22,21,23,18
Arizona Cardinals,Will Johnson,CB,23,79,Superstar,1020,1,Michigan,"6'2""",200,5910000,3480000,2130000,3,0,91,92,86,62,85,14,6,6,6,77,73,46,41,38,41,69,59,76,41,25,25,25,25,52,34,42,49,75,62,71,83,75,79,76,27,21
Arizona Cardinals,Frankie Luvu,WILL,29,79,Normal,487,8,Washington State,"6'3""",235,3110000,0,3110000,1,0,85,86,80,83,85,34,6,6,6,55,49,20,15,5,5,48,25,52,55,45,45,45,45,85,67,76,75,85,82,86,86,57,65,55,16,12
Arizona Cardinals,Sean Murphy-Bunting,CB,29,78,Normal,462,7,Central Michigan,"6'0""",195,2390000,2100000,4490000,1,0,90,91,87,59,82,29,6,6,6,76,72,40,42,34,28,63,62,74,37,25,35,25,35,57,28,37,59,75,50,62,81,78,76,75,26,26
Arizona Cardinals,Garrett Williams,CB,25,78,Normal,598,3,Syracuse,"5'10""",192,6580000,1090000,3940000,1,0,88,90,90,63,80,51,52,48,44,72,66,20,24,14,11,55,67,73,35,25,33,25,33,46,27,36,57,77,64,72,81,76,81,81,18,17
