Team,Name,Position,Age,OVR,Dev Trait,Trade Value,Years Pro,College,Height,Weight,Salary/yr,Bonus,Cap Hit,Years Left,Injury (wks out),Speed,Acceleration,Agility,Strength,Awareness,Throw Power,Throw Acc (Short),Throw Acc (Mid),Throw Acc (Deep),Catching,Spec Catch,Release,Route Run (Short),Route Run (Med),Route Run (Deep),Carrying,Break Tackle,Juke Move,Truck,Run Block,Run Block Power,Pass Block,Pass Block Power,Impact Block,Power Moves,Finesse Moves,Block Shed,Pursuit,Tackle,Hit Power,Play Rec,Man Coverage,Zone Coverage,Press,Kick Power,Kick Accuracy
San Francisco Niners,George Kittle,TE,32,97,X-Factor,1377,9,Iowa,"6'4""",250,27500000,66700000,14140000,4,0,87,86,83,82,96,30,20,15,10,94,89,81,82,78,74,75,78,82,84,77,77,62,62,79,20,18,31,36,34,38,35,15,24,20,19,22
San Francisco Niners,Fred Warner,MIKE,29,97,X-Factor,1378,8,BYU,"6'3""",230,58350000,65460000,17860000,4,0,87,91,82,80,99,14,6,6,6,78,60,20,15,5,5,63,21,59,46,45,45,45,45,81,52,62,79,99,91,85,99,77,86,58,13,10
San Francisco Niners,Trent Williams,LT,38,96,Superstar,1023,16,Oklahoma,"6'5""",320,4190000,74680000,20010000,3,0,78,75,71,95,97,12,6,6,6,20,51,15,15,5,5,40,7,10,10,96,95,92,95,99,10,10,32,33,39,60,19,10,14,10,11,10
San Francisco Niners,Mike Evans,WR,21,96,X-Factor,2384,12,Texas A&M,"6'5""",231,4500000,21560000,4250000,3,0,89,88,80,78,92,35,25,20,15,96,99,97,93,95,96,90,92,93,72,60,38,45,25,63,10,10,35,25,39,15,15,40,27,20,25,24
San Francisco Niners,Christian McCaffrey,HB,30,96,X-Factor,1127,9,Stanford,"5'11""",205,24350000,43860000,10850000,3,0,90,92,93,74,99,52,45,41,33,83,75,76,82,78,69,95,93,91,67,38,22,60,36,45,10,10,32,44,36,27,27,12,17,15,29,23
San Francisco Niners,Nick Bosa,LEDG,21,94,X-Factor,1910,7,Ohio State,"6'4""",266,84320000,86750000,22980000,3,0,80,90,87,94,93,25,6,6,6,45,23,16,17,10,6,38,21,38,31,45,45,45,44,87,94,96,91,95,89,84,91,30,42,31,17,17
San Francisco Niners,Brock Purdy,QB,26,89,Superstar,2076,4,Iowa State,"6'1""",220,168340000,87860000,23700000,5,0,79,89,81,63,86,91,91,97,88,24,15,13,12,11,10,64,66,66,51,19,12,13,10,24,10,10,18,28,25,13,14,10,12,10,22,21
San Francisco Niners,Kyle Juszczyk,FB,35,88,Superstar,669,13,Harvard,"6'2""",235,4540000,5770000,2640000,3,0,85,84,80,79,86,35,20,15,10,77,73,72,76,68,62,76,66,76,85,71,61,71,46,72,30,35,33,48,45,45,20,15,20,20,19,19
San Francisco Niners,Dre Greenlaw,WILL,29,87,Star,845,7,Arkansas,"6'0""",230,2600000,2950000,3550000,1,0,85,86,80,72,93,20,6,6,6,71,55,28,33,25,20,55,37,51,46,45,45,45,45,77,55,61,71,94,92,90,92,73,77,47,18,12
San Francisco Niners,Dominick Puni,RG,26,82,Superstar,886,2,Kansas,"6'5""",313,4570000,1120000,1550000,2,0,61,64,68,91,80,24,22,21,13,44,21,19,22,21,15,43,31,24,33,86,87,77,81,84,33,31,42,39,46,53,38,9,9,7,19,21
San Francisco Niners,Colton McKivitz,RT,30,82,Normal,464,6,West Virginia,"6'6""",301,11350000,29850000,5810000,3,0,71,67,54,84,85,30,6,6,6,35,15,15,15,5,5,32,6,10,25,89,86,81,80,82,26,18,33,31,34,30,31,12,15,10,25,25
San Francisco Niners,Deommodore Lenoir,CB,26,81,Star,697,5,Oregon,"5'10""",200,58790000,30370000,8870000,4,0,90,93,83,59,85,25,6,6,6,73,56,41,35,32,30,59,49,74,42,35,35,37,37,53,34,38,44,76,67,77,84,76,82,78,22,17
San Francisco Niners,Ricky Pearsall,WR,25,80,Normal,725,2,Florida,"6'1""",191,6580000,5930000,3410000,2,0,92,91,92,61,79,52,47,47,39,90,87,76,79,78,78,74,72,76,42,45,17,31,21,42,11,11,24,30,24,15,17,16,20,16,23,22
San Francisco Niners,De'Zhaun Stribling,WR,23,79,Star,848,0,Ole Miss,"6'2""",207,7170000,6160000,2420000,4,0,94,93,85,72,73,32,22,18,15,85,83,83,74,84,85,77,77,78,58,54,37,30,20,49,20,20,28,28,32,33,23,24,29,24,26,22
San Francisco Niners,Eddy Pineiro,K,30,78,Normal,291,8,Florida,"5'11""",190,9040000,7000000,1940000,4,0,75,77,59,42,65,26,32,15,12,18,15,15,15,15,15,20,5,10,10,16,16,17,17,16,10,10,24,29,26,13,17,11,17,10,93,88
San Francisco Niners,Renardo Green,CB,25,78,Star,811,2,Florida State,"6'0""",186,4820000,1530000,1730000,2,0,90,92,88,59,74,25,25,22,21,59,60,33,34,30,21,57,62,71,35,35,21,30,20,48,32,37,42,74,68,58,74,81,77,82,21,18
San Francisco Niners,Romello Height,LEDG,25,77,Superstar,732,0,Texas Tech,"6'3""",239,5500000,17640000,5290000,4,0,84,89,79,81,76,17,14,27,11,39,15,15,17,15,10,45,40,42,35,45,45,45,45,80,72,78,81,81,83,82,73,39,45,47,24,20
San Francisco Niners,Mykel Williams,REDG,22,77,Star,640,1,Georgia,"6'5""",267,4190000,19980000,5410000,3,0,81,89,82,86,76,8,11,18,7,41,15,22,20,15,10,43,31,39,35,50,52,52,53,88,77,71,80,83,81,83,76,18,26,27,23,21
San Francisco Niners,Deebo Samuel Sr,WR,30,77,Normal,397,7,South Carolina,"6'0""",215,1210000,3270000,4480000,1,0,89,88,87,80,76,44,32,27,21,82,86,78,75,74,71,71,85,91,83,50,23,38,21,46,11,11,43,48,46,39,34,21,29,16,15,12
San Francisco Niners,Osa Odighizuwa,DT,28,77,Normal,394,5,UCLA,"6'2""",294,43460000,17610000,5110000,3,0,76,81,67,85,79,12,6,6,6,26,20,13,10,6,3,29,24,25,27,45,45,45,45,86,80,73,76,82,87,78,77,19,26,17,20,18
San Francisco Niners,Corliss Waitman,P,31,77,Normal,273,6,South Alabama,"6'2""",210,1210000,70000,1280000,1,0,70,68,64,46,66,45,41,36,31,50,37,15,15,15,15,53,27,28,38,21,17,16,16,24,10,10,15,30,35,44,15,12,15,10,94,82
San Francisco Niners,Upton Stout,CB,24,76,Normal,654,1,W. Kentucky,"5'9""",181,4890000,1270000,1400000,3,0,91,92,87,57,74,18,10,6,6,76,72,23,31,27,25,67,54,75,31,35,25,35,25,47,31,47,47,73,68,58,72,76,76,74,27,27
San Francisco Niners,Jake Brendel,C,33,76,Normal,308,10,UCLA,"6'4""",299,6740000,9890000,3140000,1,0,68,72,68,84,86,22,6,6,6,40,15,15,15,5,5,44,5,10,15,82,76,75,73,77,19,15,30,32,41,15,30,20,20,10,18,22
San Francisco Niners,Nate Hobbs,CB,27,76,Normal,478,5,Illinois,"6'1""",195,1860000,1520000,3380000,1,0,90,92,87,65,74,27,6,6,6,66,64,42,43,41,34,58,51,75,34,35,35,35,35,60,29,33,56,78,61,67,74,73,78,85,15,14
San Francisco Niners,Mac Jones,QB,27,76,Normal,935,5,Alabama,"6'3""",220,6440000,9070000,3130000,2,0,84,81,80,60,79,86,89,88,79,28,15,15,15,14,12,65,36,52,50,32,20,14,14,19,10,10,20,20,18,13,16,10,14,10,41,29
San Francisco Niners,Jack Jones,CB,28,76,Star,679,4,Arizona State,"5'11""",175,1210000,0,1210000,1,0,94,93,87,53,73,26,15,10,10,77,71,26,35,31,29,60,55,73,34,25,25,25,25,40,23,28,50,73,61,54,75,72,78,65,37,33
San Francisco Niners,Ephesians Prysock,CB,23,75,Superstar,976,0,Washington,"6'3""",196,4370000,760000,1070000,4,0,91,92,89,63,69,28,6,6,6,67,61,43,42,39,36,60,54,68,34,35,35,35,35,47,34,37,47,73,59,61,68,80,68,71,16,14
San Francisco Niners,Malik Mustapha,FS,24,75,Normal,487,2,Wake Forest,"5'10""",206,3880000,730000,1250000,2,0,92,91,84,66,71,23,15,10,10,66,59,34,33,30,27,59,63,73,39,35,35,33,30,53,27,32,56,83,73,89,70,67,73,65,19,16
San Francisco Niners,Ji'Ayir Brown,SS,26,75,Normal,336,3,Penn State,"5'11""",202,6500000,1070000,3900000,1,0,86,91,85,64,72,30,15,10,10,80,70,20,30,20,15,63,62,72,55,35,35,35,35,63,51,61,62,79,71,88,74,72,75,71,20,15
San Francisco Niners,Jordan James,HB,22,74,Normal,502,1,Oregon,"5'10""",208,4190000,410000,1100000,3,0,89,92,85,72,66,20,14,25,8,62,55,49,59,54,48,92,78,84,75,34,28,48,38,33,27,30,33,35,34,30,28,20,28,22,17,14
San Francisco Niners,Kaelon Black,HB,24,74,Star,523,0,Indiana,"5'9""",211,5230000,1550000,1230000,4,0,91,93,84,79,75,33,24,20,15,64,50,49,61,53,46,90,80,77,81,41,38,54,34,45,31,25,22,25,26,28,23,17,22,23,21,23
San Francisco Niners,Alfred Collins,DT,24,73,Star,400,1,Texas,"6'6""",332,6150000,4120000,2330000,3,0,73,79,69,92,73,24,15,10,7,42,36,16,15,13,10,45,27,22,33,45,45,45,45,89,74,59,72,78,81,78,74,11,15,10,20,21
San Francisco Niners,Marques Sigle,SS,24,73,Normal,451,1,Kansas State,"5'11""",199,4190000,400000,1100000,3,0,92,92,84,64,70,24,6,6,6,68,60,32,34,29,25,60,52,62,44,35,35,35,35,54,36,37,50,76,75,77,67,68,72,67,19,15
San Francisco Niners,Gracen Halton,DT,22,73,Star,516,0,Oklahoma,"6'3""",284,3880000,1600000,1190000,4,0,78,80,55,84,72,20,6,6,6,38,39,35,36,32,26,48,17,29,47,45,45,45,45,83,74,71,79,80,83,80,72,31,22,20,15,26
