Team,Name,Position,Age,OVR,Dev Trait,Trade Value,Years Pro,College,Height,Weight,Salary/yr,Bonus,Cap Hit,Years Left,Injury (wks out),Speed,Acceleration,Agility,Strength,Awareness,Throw Power,Throw Acc (Short),Throw Acc (Mid),Throw Acc (Deep),Catching,Spec Catch,Release,Route Run (Short),Route Run (Med),Route Run (Deep),Carrying,Break Tackle,Juke Move,Truck,Run Block,Run Block Power,Pass Block,Pass Block Power,Impact Block,Power Moves,Finesse Moves,Block Shed,Pursuit,Tackle,Hit Power,Play Rec,Man Coverage,Zone Coverage,Press,Kick Power,Kick Accuracy
Philadelphia Eagles,Lane Johnson,RT,21,99,Superstar,1290,13,Oklahoma,"6'6""",325,5390000,84050000,20290000,3,0,76,77,74,94,99,65,59,54,50,64,57,45,46,33,25,67,30,54,65,98,99,99,99,97,53,60,56,55,60,60,29,12,20,10,25,22
Philadelphia Eagles,DeVonta Smith,WR,27,93,Superstar,1332,5,Alabama,"6'0""",170,6080000,55110000,10720000,3,0,92,95,93,49,96,31,25,19,14,97,92,87,92,92,91,74,75,83,46,42,19,31,21,38,11,14,38,52,36,31,24,29,36,19,18,15
Philadelphia Eagles,Zack Baun,WILL,21,92,Superstar,1169,6,Wisconsin,"6'2""",225,3720000,26300000,7580000,2,0,89,87,83,80,94,47,46,40,33,66,54,18,30,22,16,61,46,68,34,45,44,45,43,87,72,79,77,94,93,86,94,75,84,56,21,19
Philadelphia Eagles,Jordan Mailata,LT,29,91,Superstar,1280,8,No College,"6'8""",365,6320000,74330000,15850000,3,0,76,70,68,97,94,39,6,6,6,57,48,20,30,25,20,64,44,51,74,91,90,89,90,93,15,15,36,57,52,60,16,12,17,10,18,13
Philadelphia Eagles,Cooper DeJean,SS,23,91,Star,1172,2,Iowa,"6'0""",202,5690000,3570000,2520000,2,0,93,91,90,65,92,55,57,53,47,80,71,58,57,56,53,70,73,74,58,44,35,35,35,58,31,36,61,80,77,74,90,82,91,79,25,26
Philadelphia Eagles,Dallas Goedert,TE,31,89,Superstar,923,8,South Dakota State,"6'5""",256,1300000,17980000,10180000,1,0,86,85,82,78,94,27,15,10,5,90,85,82,80,74,70,73,76,76,76,74,68,61,58,61,10,10,30,35,37,28,15,10,17,10,19,15
Philadelphia Eagles,Quinyon Mitchell,CB,25,89,Superstar,1476,2,Toledo,"6'0""",195,5530000,9250000,4030000,2,0,94,94,90,66,90,31,23,21,11,78,74,44,28,26,23,75,66,75,45,25,21,26,13,55,25,30,49,75,69,70,89,87,89,80,21,19
Philadelphia Eagles,Jalen Carter,DT,25,89,Superstar,991,3,Georgia,"6'3""",314,38560000,81880000,11780000,6,0,82,88,78,94,90,21,6,6,6,50,40,38,37,34,29,48,25,44,51,55,56,45,45,90,90,75,81,85,82,90,92,22,28,25,51,43
Philadelphia Eagles,Jonathan Greenard,REDG,21,86,Superstar,1325,6,Florida,"6'3""",263,5370000,61320000,6270000,4,0,86,87,82,81,91,23,6,6,6,63,47,29,31,21,19,56,24,47,32,45,45,45,45,86,79,89,86,87,84,82,91,42,52,44,21,18
Philadelphia Eagles,Landon Dickerson,LG,27,85,Star,639,5,Alabama,"6'6""",332,3860000,45940000,9450000,3,0,66,64,66,93,85,24,6,6,6,31,17,16,12,6,7,28,7,11,27,84,86,82,85,91,10,10,39,21,36,40,32,6,10,10,12,12
Philadelphia Eagles,Jordan Davis,DT,26,84,Star,749,4,Georgia,"6'6""",336,5200000,58150000,5060000,4,0,81,86,58,96,80,14,6,6,6,34,28,14,13,5,3,53,29,22,48,45,45,45,45,92,77,65,83,78,88,82,82,11,19,14,15,11
Philadelphia Eagles,Riq Woolen,CB,27,84,Star,948,4,UTSA,"6'4""",210,1260000,6940000,3400000,1,0,96,96,87,60,84,27,15,10,6,82,71,44,44,42,40,62,53,71,39,35,35,35,35,53,29,34,50,71,56,61,83,79,80,86,24,18
Philadelphia Eagles,Jalen Hurts,QB,28,83,X-Factor,1762,6,Oklahoma,"6'1""",223,53390000,109800000,31960000,3,0,88,90,90,76,81,86,91,87,84,66,54,27,40,31,17,63,81,83,73,33,19,22,18,36,10,10,28,36,37,30,20,16,22,14,23,23
Philadelphia Eagles,Nolan Smith Jr,LEDG,25,83,Superstar,1214,3,Georgia,"6'2""",238,20010000,5720000,3810000,2,0,90,92,87,69,84,25,21,15,11,50,42,19,20,15,11,49,36,55,39,40,40,35,35,83,70,79,74,85,86,84,81,47,55,37,20,20
