Team,Name,Position,Age,OVR,Dev Trait,Trade Value,Years Pro,College,Height,Weight,Salary/yr,Bonus,Cap Hit,Years Left,Injury (wks out),Speed,Acceleration,Agility,Strength,Awareness,Throw Power,Throw Acc (Short),Throw Acc (Mid),Throw Acc (Deep),Catching,Spec Catch,Release,Route Run (Short),Route Run (Med),Route Run (Deep),Carrying,Break Tackle,Juke Move,Truck,Run Block,Run Block Power,Pass Block,Pass Block Power,Impact Block,Power Moves,Finesse Moves,Block Shed,Pursuit,Tackle,Hit Power,Play Rec,Man Coverage,Zone Coverage,Press,Kick Power,Kick Accuracy
Cincinnati Bengals,Joe Burrow,QB,21,99,X-Factor,3652,6,LSU,"6'4""",215,192370000,110950000,37600000,4,0,83,85,83,68,99,93,98,99,96,40,26,18,28,19,15,64,69,64,57,15,30,15,25,29,10,10,30,38,36,29,27,29,33,25,21,17
Cincinnati Bengals,Ja'Marr Chase,WR,26,99,X-Factor,1934,5,LSU,"6'0""",205,124460000,52840000,26170000,4,0,96,95,92,73,99,33,20,15,10,98,97,99,95,97,98,71,88,90,71,53,31,37,26,46,10,10,37,36,39,27,17,13,17,15,24,17
Cincinnati Bengals,Dexter Lawrence II,DT,21,94,Superstar,1228,7,Clemson,"6'4""",350,48250000,21730000,15330000,3,0,80,78,70,97,95,19,6,6,6,40,22,12,18,14,12,42,17,23,46,45,45,45,45,96,92,80,93,92,91,83,95,13,24,14,15,15
Cincinnati Bengals,Jonathan Allen,DT,21,91,Superstar,1142,9,Alabama,"6'3""",300,11300000,13700000,9750000,2,0,72,75,69,93,91,21,6,6,6,35,30,12,10,3,2,40,10,28,28,45,45,45,45,91,93,86,88,90,95,85,92,24,29,16,9,8
Cincinnati Bengals,Tee Higgins,WR,27,88,Superstar,1015,6,Clemson,"6'4""",219,71200000,43320000,26510000,3,0,90,87,85,71,94,28,37,31,27,97,95,93,86,82,80,76,78,79,62,45,30,34,20,44,10,10,34,40,33,26,16,19,27,16,17,13
Cincinnati Bengals,DJ Turner II,CB,25,84,Star,999,3,Michigan,"5'11""",185,36370000,21770000,4040000,5,0,96,97,92,43,78,27,22,15,10,69,65,27,22,16,11,53,60,77,28,35,35,35,35,33,25,35,40,65,57,44,76,84,81,74,18,15
Cincinnati Bengals,Evan McPherson,K,27,83,Star,392,5,Florida,"5'11""",185,9750000,7870000,4980000,2,0,74,80,62,37,68,27,31,20,15,32,15,14,22,14,12,21,5,12,10,17,16,13,12,11,10,10,11,25,16,13,17,11,15,10,97,93
Cincinnati Bengals,Chase Brown,HB,26,83,Superstar,835,3,Illinois,"5'10""",210,16180000,13270000,3740000,4,0,93,95,86,69,83,45,40,35,28,69,51,44,64,57,50,89,81,86,76,49,37,53,42,40,10,10,29,36,27,28,14,10,17,17,15,13
Cincinnati Bengals,Bryan Cook,FS,26,80,Normal,421,4,Cincinnati,"6'1""",206,19450000,20780000,10660000,3,0,89,90,79,67,81,24,6,6,6,70,59,35,35,31,28,61,51,64,45,35,35,35,35,65,32,36,56,82,79,84,81,69,77,57,19,17
Cincinnati Bengals,Cashius Howell,LEDG,23,79,Superstar,1074,0,Texas A&M,"6'2""",253,7190000,4800000,2180000,4,0,86,92,86,76,76,13,21,18,12,46,39,18,17,15,10,52,47,47,43,45,45,45,45,75,71,81,77,79,81,79,72,47,53,39,24,20
Cincinnati Bengals,Boye Mafe,REDG,27,79,Star,614,4,Minnesota,"6'4""",261,37200000,22800000,17000000,3,0,89,90,75,75,77,21,17,12,9,36,34,15,14,7,5,28,31,24,35,45,45,45,45,76,72,79,81,86,84,81,77,37,47,32,28,26
