Team,Name,Position,Age,OVR,Dev Trait,Trade Value,Years Pro,College,Height,Weight,Salary/yr,Bonus,Cap Hit,Years Left,Injury (wks out),Speed,Acceleration,Agility,Strength,Awareness,Throw Power,Throw Acc (Short),Throw Acc (Mid),Throw Acc (Deep),Catching,Spec Catch,Release,Route Run (Short),Route Run (Med),Route Run (Deep),Carrying,Break Tackle,Juke Move,Truck,Run Block,Run Block Power,Pass Block,Pass Block Power,Impact Block,Power Moves,Finesse Moves,Block Shed,Pursuit,Tackle,Hit Power,Play Rec,Man Coverage,Zone Coverage,Press,Kick Power,Kick Accuracy
Indianapolis Colts,Jonathan Taylor,HB,21,96,X-Factor,1551,6,Wisconsin,"5'10""",226,39280000,33220000,15560000,5,0,94,93,86,82,97,29,25,20,15,71,59,51,64,56,49,98,96,97,88,34,27,58,29,37,10,10,25,33,27,25,13,12,19,14,17,15
Indianapolis Colts,Quenton Nelson,LG,21,95,Superstar,1110,8,Notre Dame,"6'5""",330,59560000,35000000,24200000,1,0,73,68,67,97,97,27,6,6,6,19,12,12,10,10,10,35,11,12,37,96,97,88,88,95,10,10,27,36,34,28,18,9,10,10,21,15
Indianapolis Colts,DeForest Buckner,DT,21,95,Superstar,1226,10,Oregon,"6'7""",295,28250000,40500000,26600000,1,0,75,76,80,90,94,22,6,6,6,40,21,17,14,6,3,44,13,28,45,45,44,46,46,90,88,92,95,96,97,90,95,33,42,22,20,19
Indianapolis Colts,Sauce Gardner,CB,25,91,Superstar,1393,4,Cincinnati,"6'3""",190,96600000,32650000,9500000,5,0,92,94,91,65,87,27,6,6,6,76,65,35,32,22,18,64,61,75,36,35,35,35,35,55,38,52,57,78,65,69,89,92,89,96,17,16
Indianapolis Colts,Charvarius Ward Sr,CB,21,90,Superstar,1330,8,Middle Tennessee State,"6'1""",196,60880000,31560000,19880000,5,0,90,85,85,65,95,21,16,11,7,74,60,39,31,28,21,61,63,79,63,35,35,23,35,56,41,47,46,78,80,54,94,89,97,93,15,12
Indianapolis Colts,Tanor Bortolini,C,24,86,Superstar,1125,2,Wisconsin,"6'4""",303,4010000,770000,1260000,2,0,74,82,78,88,90,21,7,6,5,25,12,13,10,7,6,40,6,10,10,91,90,79,77,86,22,20,25,33,37,38,21,12,12,9,9,12
Indianapolis Colts,Camryn Bynum,FS,28,86,Star,595,5,California,"6'0""",200,39960000,20040000,15010000,3,0,88,88,83,66,86,24,6,6,6,74,66,46,41,35,33,59,43,72,28,35,35,35,35,60,36,42,57,89,84,73,88,75,82,72,10,11
Indianapolis Colts,Bernhard Raimann,LT,28,86,Star,962,4,Central Michigan,"6'6""",303,66090000,37810000,9260000,4,0,70,79,72,92,87,22,12,10,9,46,43,33,32,26,21,50,33,29,34,86,84,88,91,91,10,10,27,34,33,23,15,14,16,10,33,31
Indianapolis Colts,Alec Pierce,WR,26,85,Superstar,1024,4,Cincinnati,"6'3""",211,86000000,28000000,9200000,4,0,94,94,79,67,89,26,15,10,10,93,85,88,80,84,87,75,70,73,40,41,22,35,24,45,10,10,29,35,29,24,26,23,27,20,19,16
Indianapolis Colts,Grover Stewart,DT,32,84,Star,547,9,Albany State,"6'4""",315,23970000,14850000,14250000,1,0,73,71,57,90,87,19,6,6,6,30,17,12,13,5,3,26,12,20,34,45,45,45,45,88,76,62,88,84,87,75,90,22,35,10,15,15
Indianapolis Colts,Rigoberto Sanchez,P,31,84,Star,416,9,Hawaii,"6'0""",195,6250000,1250000,2500000,1,0,69,70,62,51,72,39,37,32,26,38,14,12,12,12,12,47,14,10,21,20,18,20,19,22,10,10,28,24,29,33,24,18,26,13,94,93
Indianapolis Colts,Tyler Warren,TE,24,84,Superstar,953,1,Penn State,"6'6""",256,4190000,16740000,4750000,3,0,84,88,85,80,85,63,56,50,41,88,82,80,77,75,69,73,71,70,70,62,64,63,62,69,41,45,48,47,46,38,28,39,24,15,35,33
Indianapolis Colts,Laiatu Latu,LEDG,25,83,Star,980,2,UCLA,"6'5""",265,4010000,13000000,4640000,2,0,84,88,81,77,86,19,5,5,5,64,45,15,15,15,15,51,39,39,25,45,45,45,45,80,82,86,80,87,82,76,81,48,52,30,15,10
Indianapolis Colts,Cam Taylor-Britt,CB,26,81,Star,1006,4,Nebraska,"5'11""",200,1210000,180000,1390000,1,0,92,92,85,64,85,48,46,44,41,78,77,29,32,27,24,64,52,73,33,34,33,33,33,55,39,46,56,73,68,72,83,77,83,74,18,15
Indianapolis Colts,Josh Downs,WR,25,80,Star,782,3,North Carolina,"5'10""",175,6920000,1010000,4170000,1,0,90,93,91,51,82,54,46,40,39,92,83,69,81,81,78,74,71,76,33,41,15,25,17,34,10,10,22,27,22,19,15,10,10,10,27,25
Indianapolis Colts,Daniel Jones,QB,29,79,Normal,854,7,Duke,"6'5""",230,38980000,53400000,19180000,2,0,87,87,82,67,82,87,93,85,81,38,41,11,14,13,12,56,71,71,55,15,17,15,18,24,10,10,22,31,24,14,19,13,18,10,60,50
Indianapolis Colts,A.J. Haulcy,SS,22,77,Star,665,0,LSU,"6'0""",215,5450000,1600000,1280000,4,0,88,89,85,72,79,26,6,6,6,64,62,39,45,42,35,61,58,66,53,35,35,35,35,58,38,48,54,78,70,74,78,72,77,70,24,23
