Team,Name,Position,Age,OVR,Dev Trait,Trade Value,Years Pro,College,Height,Weight,Salary/yr,Bonus,Cap Hit,Years Left,Injury (wks out),Speed,Acceleration,Agility,Strength,Awareness,Throw Power,Throw Acc (Short),Throw Acc (Mid),Throw Acc (Deep),Catching,Spec Catch,Release,Route Run (Short),Route Run (Med),Route Run (Deep),Carrying,Break Tackle,Juke Move,Truck,Run Block,Run Block Power,Pass Block,Pass Block Power,Impact Block,Power Moves,Finesse Moves,Block Shed,Pursuit,Tackle,Hit Power,Play Rec,Man Coverage,Zone Coverage,Press,Kick Power,Kick Accuracy
New Orleans Saints,Erik McCoy,C,21,89,Star,803,7,Texas A&M,"6'4""",303,23600000,27410000,10320000,2,0,73,76,61,89,90,22,6,6,6,30,12,12,10,5,5,30,9,10,20,93,86,91,90,88,15,12,23,25,35,22,28,11,13,10,22,21
New Orleans Saints,Kaden Elliss,WILL,21,87,Superstar,1000,7,Idaho,"6'2""",238,21000000,12000000,5300000,3,0,87,86,85,75,92,66,46,41,37,52,53,20,23,13,7,65,33,56,38,45,45,45,45,78,60,70,79,90,91,86,92,72,79,45,19,15
New Orleans Saints,Chris Olave,WR,26,87,Star,906,4,Ohio State,"6'0""",187,42970000,24760000,15490000,4,0,93,94,91,59,87,25,15,10,6,95,87,85,87,87,86,69,70,75,32,37,15,28,13,39,10,10,20,38,17,16,29,21,29,20,19,19
New Orleans Saints,Justin Reid,FS,29,84,Star,584,8,Stanford,"6'1""",207,12050000,14680000,5190000,2,0,90,90,90,66,86,26,15,10,10,73,61,22,20,10,10,63,24,71,31,35,35,35,35,66,39,46,62,86,75,85,86,73,77,71,90,72
New Orleans Saints,Chase Young,LEDG,27,84,Star,906,6,Ohio State,"6'5""",264,20380000,29250000,9600000,2,0,85,88,84,86,79,32,28,25,20,33,24,17,14,10,5,43,23,38,34,45,45,45,45,88,76,90,81,83,83,82,77,34,47,27,14,22
New Orleans Saints,Joe Mixon,HB,30,84,Normal,486,9,Oklahoma,"6'1""",220,4660000,0,4660000,1,0,90,89,88,82,78,46,38,33,29,75,72,52,65,58,56,98,86,86,85,58,36,55,31,43,11,14,34,38,37,38,15,10,20,12,24,16
New Orleans Saints,Alvin Kamara,HB,21,82,X-Factor,1248,9,Tennessee,"5'10""",215,8270000,330000,1410000,3,0,90,91,87,77,83,41,34,31,23,76,74,78,79,75,68,90,86,87,86,41,29,51,27,39,34,48,29,34,29,33,18,18,24,17,21,16
New Orleans Saints,Cameron Jordan,REDG,37,80,Star,617,15,California,"6'4""",287,1350000,6150000,2580000,1,0,76,76,76,87,85,30,6,6,6,42,15,20,15,8,4,42,14,30,10,45,45,45,45,95,79,69,79,86,87,85,86,31,41,22,33,29
New Orleans Saints,Jordyn Tyson,WR,22,80,Superstar,891,0,Arizona State,"6'2""",203,4370000,28090000,5900000,4,0,92,92,90,73,76,50,40,35,33,85,86,81,76,82,83,71,78,81,57,52,39,42,42,51,28,23,30,34,34,32,26,26,22,25,27,25
New Orleans Saints,David Edwards,LG,29,80,Star,479,7,Wisconsin,"6'6""",308,40000000,21000000,6300000,4,0,67,68,61,82,88,40,40,34,27,46,34,33,26,17,14,45,36,34,43,83,83,84,80,82,31,27,37,35,39,35,30,12,12,10,21,11
New Orleans Saints,Zach Wood,LS,33,79,Normal,284,9,SMU,"6'3""",255,6370000,1270000,1550000,2,0,71,63,63,75,65,39,10,10,10,46,38,22,24,19,15,45,20,36,41,51,39,59,50,63,61,58,61,68,70,71,34,24,33,25,25,24
New Orleans Saints,Kool-Aid McKinstry,CB,23,79,Star,843,2,Alabama,"6'0""",196,5660000,3460000,2480000,2,0,93,92,91,53,73,25,20,15,14,67,66,27,31,25,22,55,67,73,26,21,14,15,10,44,29,39,50,75,69,59,69,81,79,79,13,11
New Orleans Saints,Jonas Sanker,SS,23,79,Star,729,1,Virginia,"6'1""",206,5050000,1160000,1410000,3,0,90,89,82,58,83,31,25,20,17,69,61,28,31,24,20,61,59,70,48,35,35,35,35,59,39,34,56,82,71,81,79,72,78,65,20,17
New Orleans Saints,Carl Granderson,REDG,29,79,Normal,543,7,Wyoming,"6'5""",261,15770000,30290000,9470000,2,0,85,85,74,80,79,24,6,6,6,38,30,14,18,11,7,29,26,30,31,45,46,45,44,79,72,80,82,87,86,76,80,33,44,26,18,14
New Orleans Saints,Juwan Johnson,TE,29,79,Normal,446,6,Oregon,"6'4""",231,9880000,21560000,6850000,2,0,86,86,82,69,88,36,30,25,20,85,87,70,72,67,63,76,74,76,50,62,58,59,58,54,17,14,36,38,34,37,23,19,27,21,29,25
New Orleans Saints,Charlie Smyth,K,25,78,Normal,380,1,No College,"6'4""",210,3100000,0,1000000,2,0,72,71,59,52,64,27,33,25,24,25,12,12,10,10,10,26,10,18,17,13,10,10,10,10,10,10,12,12,15,12,17,15,15,10,96,86
New Orleans Saints,Davon Godchaux,DT,31,78,Normal,357,9,LSU,"6'3""",330,7700000,3290000,7130000,1,0,70,63,57,93,78,15,6,6,6,35,20,12,14,6,3,27,12,34,40,45,45,45,45,84,58,71,78,78,92,76,80,22,31,10,12,11
New Orleans Saints,Taliese Fuaga,RT,24,78,Normal,407,2,Oregon State,"6'6""",324,4010000,13310000,4720000,2,0,68,73,63,93,74,14,9,7,6,22,21,12,12,8,5,33,24,13,44,82,84,74,80,89,35,10,42,15,39,46,15,9,9,10,34,31
New Orleans Saints,Tyler Shough,QB,26,78,Star,1325,1,Louisville,"6'5""",219,6300000,4480000,2450000,3,0,87,86,77,56,74,92,88,93,78,36,25,27,24,20,19,67,66,54,40,11,15,21,17,23,20,21,24,29,16,15,32,25,47,21,30,16
New Orleans Saints,Kelvin Banks Jr,LT,22,78,Star,646,1,Texas,"6'5""",315,4190000,23510000,6290000,3,0,67,72,58,86,79,14,20,18,17,25,12,18,14,5,5,30,11,18,30,84,81,85,82,83,33,10,23,24,30,38,34,13,14,11,14,11
New Orleans Saints,Christen Miller,DT,22,78,Star,633,0,Georgia,"6'4""",321,6740000,5000000,2130000,4,0,68,76,61,88,79,25,6,6,6,51,36,24,16,14,2,45,11,36,42,45,45,45,45,88,75,70,79,82,89,83,78,24,21,25,15,15
New Orleans Saints,Anfernee Jennings,LEDG,29,78,Normal,757,6,Alabama,"6'3""",259,1210000,180000,1390000,1,0,82,85,74,81,77,26,5,5,5,63,58,29,37,29,24,63,28,49,44,45,45,45,45,89,73,63,86,86,85,81,73,54,61,56,22,11
New Orleans Saints,Tyjae Spears,HB,25,78,Normal,517,3,Tulane,"5'10""",200,2200000,0,2200000,1,0,88,92,88,71,71,29,20,15,10,74,57,52,66,58,50,95,83,87,65,45,22,60,26,37,10,10,25,35,30,22,16,12,15,16,21,18
New Orleans Saints,Cesar Ruiz,RG,27,77,Normal,581,6,Michigan,"6'4""",316,4400000,0,880000,1,0,76,74,54,87,85,25,6,6,6,22,15,15,15,5,5,26,9,10,25,75,77,81,83,85,10,10,17,23,27,25,10,12,12,10,11,11
New Orleans Saints,Rasul Douglas,CB,31,77,Normal,367,9,West Virginia,"6'2""",209,4530000,0,4530000,1,0,88,89,82,73,80,14,6,6,6,81,67,24,29,19,12,72,53,71,42,35,35,35,35,59,30,39,45,72,65,74,79,77,82,84,14,16
New Orleans Saints,Bryan Bresee,DT,24,76,Normal,425,3,Clemson,"6'5""",305,18980000,7170000,3250000,2,0,78,85,70,88,77,22,13,10,7,47,43,12,10,5,3,44,35,38,50,45,45,40,40,87,79,64,73,80,81,84,75,24,28,20,24,23
New Orleans Saints,Pete Werner,MIKE,28,75,Normal,332,5,Ohio State,"6'3""",242,10310000,11350000,3930000,2,0,84,88,80,72,77,30,6,6,6,62,48,20,10,5,5,55,15,22,47,45,45,45,45,72,61,54,73,86,86,82,75,66,62,53,20,20
New Orleans Saints,Martin Emerson Jr,CB,25,75,Normal,572,4,Mississippi State,"6'2""",201,1210000,300000,1510000,1,0,88,91,86,65,77,26,16,13,8,67,55,36,35,32,28,60,52,70,35,35,35,35,35,49,31,39,45,73,52,59,81,72,79,85,19,13
New Orleans Saints,Ryan Wright,P,26,75,Normal,215,4,Tulane,"6'3""",245,11500000,2480000,1870000,4,0,80,83,64,62,63,48,45,40,35,31,24,15,15,11,7,45,29,34,36,7,9,16,8,25,10,10,23,32,39,44,23,10,10,10,92,83
New Orleans Saints,Jordan Howden,FS,26,75,Normal,341,3,Minnesota,"6'0""",209,6360000,330000,3750000,1,0,89,93,88,58,71,27,6,6,6,65,60,32,40,37,30,55,51,68,48,30,35,30,30,51,41,35,52,74,76,84,73,69,75,65,10,9
New Orleans Saints,Devaughn Vele,WR,28,74,Normal,524,2,Utah,"6'5""",210,3930000,90000,1120000,2,0,90,90,83,58,76,49,37,30,23,88,83,71,76,75,73,71,69,74,41,40,15,28,20,37,10,10,32,35,33,28,25,20,27,25,20,20
New Orleans Saints,Quincy Riley,CB,25,74,Normal,583,1,Louisville,"5'11""",194,4190000,880000,1220000,3,0,90,90,90,64,73,28,20,12,12,77,71,33,32,33,30,66,45,72,33,35,25,35,25,48,32,32,44,72,48,56,70,78,78,75,22,17
New Orleans Saints,Jeremiah Wright,RG,24,73,Star,470,0,Auburn,"6'5""",331,4370000,1000000,1130000,4,0,61,64,64,87,75,18,6,6,6,26,28,13,19,5,5,23,10,10,26,76,75,80,71,83,30,31,28,34,38,29,25,15,18,10,21,26
New Orleans Saints,Isaac Yiadom,CB,30,73,Normal,311,8,Boston College,"6'1""",188,5170000,3780000,2820000,2,0,88,89,84,54,74,22,6,6,6,66,61,38,31,26,20,61,51,70,32,35,35,35,35,59,28,40,53,73,58,73,75,72,78,77,19,12
New Orleans Saints,Tyree Wilson,LEDG,26,73,Normal,386,3,Texas Tech,"6'6""",263,3830000,17350000,4150000,1,0,81,87,76,85,71,22,6,6,6,49,47,12,10,8,5,45,26,40,48,45,45,40,40,82,74,61,74,80,81,87,71,35,45,44,15,17
New Orleans Saints,Noah Fant,TE,28,73,Normal,323,7,Iowa,"6'4""",249,1810000,1500000,3310000,1,0,87,90,86,72,67,28,20,15,10,84,81,71,68,64,61,76,67,72,64,59,56,59,56,60,16,19,38,38,41,26,28,16,22,19,17,12
New Orleans Saints,Spencer Rattler,QB,25,72,Normal,913,2,South Carolina,"6'1""",211,4010000,330000,1150000,2,0,83,85,77,56,62,90,87,83,75,39,18,18,23,16,10,60,44,62,31,16,14,14,13,18,10,10,21,26,19,15,15,10,14,10,20,20
New Orleans Saints,Dillon Radunz,LG,28,72,Normal,274,5,North Dakota State,"6'6""",301,3910000,2990000,2380000,2,0,69,72,74,84,81,19,6,6,6,28,15,20,15,5,5,29,8,19,25,76,74,73,75,86,25,20,32,29,31,35,18,13,15,15,18,18
New Orleans Saints,Joshua Josephs,REDG,22,72,Normal,748,0,Tennessee,"6'3""",243,0,0,0,0,0,82,86,78,82,67,23,20,18,10,39,45,19,18,15,10,49,34,45,34,45,45,45,45,78,74,76,76,81,80,80,64,35,42,42,27,20
New Orleans Saints,Luke McCaffrey,WR,25,72,Normal,679,2,Rice,"6'2""",198,0,0,0,0,0,90,91,92,55,62,58,53,45,43,83,78,65,76,75,71,76,72,77,55,38,20,28,20,40,10,10,30,37,32,30,16,13,19,10,21,16
New Orleans Saints,Bryce Lance,WR,24,71,Normal,521,0,North Dakota State,"6'3""",204,4370000,760000,1070000,4,0,94,95,83,69,60,38,27,22,18,80,79,73,70,73,78,73,73,75,53,51,25,26,19,40,28,31,42,44,47,43,39,35,41,36,22,17
New Orleans Saints,Danny Stutsman,MIKE,23,71,Normal,344,1,Oklahoma,"6'3""",233,4190000,1010000,1250000,3,0,87,90,79,74,71,23,6,6,6,67,61,34,35,32,29,63,41,57,45,45,45,45,45,73,56,59,72,82,82,80,70,56,61,45,23,20
New Orleans Saints,Xavier Thomas,REDG,26,71,Normal,688,2,Clemson,"6'2""",250,0,0,0,0,0,85,86,76,78,71,25,10,8,6,60,46,21,22,16,11,42,30,50,40,40,40,35,35,78,72,72,69,77,79,74,70,38,42,37,20,17
New Orleans Saints,Khari Blasingame,FB,30,70,Normal,214,7,Vanderbilt,"6'0""",233,1300000,0,1300000,1,0,86,90,82,75,62,25,6,6,6,70,52,56,58,49,41,71,41,71,78,58,50,63,45,67,39,33,44,54,44,43,28,18,26,14,20,20
New Orleans Saints,Mason Tipton,WR,25,70,Normal,603,2,Yale,"5'10""",182,0,0,0,0,0,94,92,82,59,68,35,33,27,23,80,78,68,72,73,74,74,75,77,47,43,26,35,27,48,10,10,33,37,30,31,18,17,21,17,18,12
New Orleans Saints,Vernon Broughton,DT,25,69,Normal,267,1,Texas,"6'5""",311,4840000,1440000,1500000,3,0,72,80,63,86,70,13,12,7,7,51,50,44,45,42,38,62,36,41,46,45,45,45,45,86,76,71,74,74,76,82,68,9,15,15,26,23
New Orleans Saints,Barion Brown,WR,22,69,Normal,482,0,LSU,"5'11""",177,4370000,280000,950000,4,0,92,91,87,56,65,30,28,23,19,76,82,68,68,70,72,69,71,79,43,45,21,25,25,37,20,22,23,24,26,24,26,17,18,19,27,24
New Orleans Saints,Noah Sewell,SAM,24,69,Normal,310,3,Oregon,"6'1""",246,1140000,0,1140000,1,0,82,89,74,80,63,25,6,6,6,63,57,27,34,24,17,64,63,72,65,45,45,45,45,80,71,55,73,77,81,90,65,52,58,53,15,19
New Orleans Saints,Jacob Phillips,SAM,27,69,Normal,287,6,LSU,"6'3""",228,1210000,0,1210000,1,0,82,84,70,73,65,24,6,6,6,56,52,25,31,27,22,47,31,36,35,43,45,50,45,80,47,53,73,82,82,80,70,51,57,48,20,20
New Orleans Saints,Maddux Trujillo,K,23,69,Normal,250,1,Temple,"6'0""",178,0,0,0,0,0,74,74,62,39,51,31,35,30,24,24,13,13,10,10,10,22,10,24,12,10,10,9,9,9,10,10,11,29,13,12,13,13,15,9,96,74
New Orleans Saints,Fadil Diggs,LEDG,24,69,Normal,605,1,Syracuse,"6'4""",257,0,0,0,0,0,87,87,78,78,66,28,17,15,10,39,28,12,15,10,6,46,23,33,24,45,45,45,45,69,68,70,70,79,76,75,64,43,51,34,18,19
New Orleans Saints,Oscar Delp,TE,23,68,Star,322,0,Georgia,"6'5""",245,5490000,1680000,1300000,4,0,88,88,81,75,63,35,30,25,20,82,71,66,65,59,54,71,64,67,65,62,59,59,62,64,46,46,45,47,47,47,40,21,27,25,25,25
New Orleans Saints,Lorenzo Styles Jr.,SS,23,68,Star,381,0,Ohio State,"6'0""",194,4370000,400000,980000,4,0,97,95,90,54,59,25,6,6,6,65,67,37,43,41,36,59,55,72,36,35,35,35,35,44,34,36,44,69,55,59,63,71,69,68,15,13
New Orleans Saints,Zach Wilson,QB,27,68,Normal,558,5,BYU,"6'2""",214,1210000,180000,1390000,1,0,83,87,83,61,54,93,81,79,77,60,31,16,34,22,16,66,63,67,40,18,14,15,15,21,10,10,22,31,23,14,17,12,15,10,57,45
New Orleans Saints,Dominique Hampton,WILL,26,67,Normal,355,2,Washington,"6'3""",220,0,0,0,0,0,91,91,89,70,60,27,19,13,12,64,60,33,35,30,31,62,59,71,59,41,39,31,29,70,40,30,66,78,76,89,59,63,68,73,25,21
New Orleans Saints,Dante Trader Jr,SS,23,67,Normal,378,1,Maryland,"5'11""",200,0,0,0,0,0,84,91,81,62,66,34,22,18,14,69,60,33,35,30,26,61,53,63,45,35,35,35,35,49,37,35,52,76,67,76,63,62,72,69,20,15
New Orleans Saints,Myles Cole,DT,26,66,Normal,344,2,Texas Tech,"6'6""",280,0,0,0,0,0,83,85,63,78,65,22,13,10,7,32,35,32,29,24,23,40,30,41,40,45,45,45,45,81,64,65,75,79,75,75,63,32,34,20,18,16
New Orleans Saints,Isaiah Stalbird,WILL,26,64,Normal,203,1,South Dakota State,"6'1""",215,1070000,0,1070000,1,0,89,95,76,66,57,25,6,6,6,59,45,18,22,20,18,56,34,49,42,45,45,45,45,72,47,50,59,81,78,76,55,57,68,49,19,19
New Orleans Saints,Asim Richards,RT,25,64,Normal,169,3,North Carolina,"6'4""",307,3830000,240000,1200000,1,0,67,73,59,87,73,21,6,6,6,52,54,44,42,40,35,57,40,39,43,64,64,72,72,83,46,35,45,49,45,51,46,11,12,10,12,12
New Orleans Saints,Diego Pavia,QB,23,64,Normal,664,0,Vanderbilt,"5'10""",203,0,0,0,0,0,79,85,87,69,29,86,83,77,73,51,22,25,22,24,26,63,74,76,74,30,28,41,28,33,21,30,35,41,25,22,28,22,31,14,18,15
New Orleans Saints,Garrett Nussmeier,QB,24,63,Normal,607,0,LSU,"6'2""",203,0,0,0,0,0,78,84,74,63,62,88,83,76,73,37,15,17,35,25,30,67,55,44,33,30,27,39,32,35,25,33,22,35,19,21,31,24,34,10,39,32
New Orleans Saints,Barry Wesley,LT,27,62,Normal,262,1,Colorado State,"6'7""",310,1930000,0,880000,2,0,60,66,54,81,65,13,6,6,6,24,15,12,19,9,6,22,8,22,22,72,68,72,70,78,15,10,22,24,26,23,13,11,12,10,15,12
New Orleans Saints,Alan Herron,RT,23,61,Normal,217,0,Maryland,"6'3""",308,0,0,0,0,0,69,67,47,83,59,19,6,6,6,32,11,14,15,5,5,31,19,10,38,67,67,72,72,74,51,29,29,30,38,41,24,11,14,10,14,14
